total_cycles,user_cycles,segments,depth,pure_prove_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,compression_duration,guest_io_read,guest_dependency_check,guest_severity_check,guest_merkle_io_read,guest_merkle_check,comp_name,cid
262144,137166,1,4,235,7,5,0.2587890625,0.1884765625,0,50537,50717,85,23340,2938,google-api-core,QmaHT1f5kEtkmoEp1iks5QpEPpLf5A4axkqgGLnVojLfKX
131072,66440,1,3,208,2,2,0.2587890625,0.1884765625,0,22493,14593,85,17627,2109,google-cloud-core,QmePY8uKiyBWPybUzX1XAPfSpwJribnsrnF8UP8LVQEWDe
131072,47278,1,3,188,1,2,0.2587890625,0.1884765625,0,17138,7337,85,11914,1280,google-resumable-media,QmR7UNjjQLvKuNZZroeHKmQW498XuQpNvhkACjS6CyKCjY
262144,137163,1,2,233,7,1,0.2587890625,0.1884765625,0,50534,50717,85,23340,2938,google-cloud-bigquery,QmRC3Am5kpAwkwrM7HR98wJgBVMgRBkaCdmuEGSqmBQHJx
131072,79422,1,3,246,3,1,0.2587890625,0.1884765625,0,28271,21797,85,17627,2109,grpc-google-iam-v1,QmVALcPvEfFvoanm3Ut1nbsYbLBN1c6GH7YbkRPFa285JP
262144,124384,1,2,227,6,1,0.2587890625,0.1884765625,0,44985,43487,85,23340,2938,google-cloud-resource-manager,QmYtdhpF9Abu4wwNjoZYi4noDm6qv65sz3S4H8gV17BZMA
262144,123972,1,2,269,6,1,0.2587890625,0.1884765625,0,44573,43487,85,23340,2938,google-cloud-storage,QmVsazhCepdV51PtWK4hQubCV9jswDc6kTvC8mH258YMsV
262144,156089,1,2,252,8,1,0.2587890625,0.1884765625,0,55688,57947,85,29053,3767,google-genai,QmZUhukySNbo5qmZK7CZQ6SV1Ma3Sqjuyf3aWvNpAehuGx
131072,47254,1,2,224,1,1,0.2587890625,0.1884765625,0,17114,7337,85,11914,1280,shapely,QmYmWj7BYGxFJLdBqyRk4xAU1BgsVQDpYYJ9zapDarS7ja
524288,220320,1,1,280,13,1,0.2587890625,0.1884765625,0,83769,94097,85,29053,3767,google-cloud-aiplatform,QmPWzqcT3nXHvUrkEj3fXG5rhnSF4WCMytR1e4Noz95TvL
65536,27664,1,2,221,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,appnope,QmddUe8zMEcmkJSY9sAX95xfGkVpDoMnkAG9qNUeE2NLDv
65536,27474,1,2,170,0,1,0.2587890625,0.1884765625,0,11327,105,85,6137,443,comm,Qmcw3SBjxbvCqAreCFnAHpwyVkBeCbeeE5A2m7Q5VeJ9ZQ
65536,27674,1,2,210,0,1,0.2587890625,0.1884765625,0,11527,105,85,6137,443,debugpy,QmWavG1BbftxAuaPZXS3bRXRHYhYTevbM2UqdsUbdfxhCo
65536,27461,1,3,169,0,3,0.2587890625,0.1884765625,0,11314,105,85,6137,443,decorator,QmR2Ea4DnpxNv8XWvQf9RwkpUoshjPB1B5pmVRcPNDkY22
65536,27451,1,4,168,0,1,0.2587890625,0.1884765625,0,11304,105,85,6137,443,parso,QmawPS82sVD4jovcFHP2xzkWDEX1mc6QNKc9HgMpR4eY56
131072,46849,1,3,182,1,3,0.2587890625,0.1884765625,0,16709,7337,85,11914,1280,jedi,QmQCSZyQqpJdDie8VmYx2FQ6WKFHSGtdmUsik37gVZxT5e
65536,27663,1,5,169,0,10,0.2587890625,0.1884765625,0,11516,105,85,6137,443,traitlets,QmWyoFQyBZSmULi8rqVrCS13MWMVUWPU7zZaKMujSZuAiX
131072,47080,1,3,184,1,4,0.2587890625,0.1884765625,0,16927,7350,85,11914,1280,matplotlib-inline,QmTzVxkxgKZMUP6mhzCKjZeM82eGtJmcRBj2dYWK3wTxGU
65536,27663,1,4,169,0,1,0.2587890625,0.1884765625,0,11516,105,85,6137,443,ptyprocess,QmbEs4zPfnLnd1gBDtGsYUy3zZqnjULTpQLjfuaWAPeZSP
131072,47254,1,3,185,1,3,0.2587890625,0.1884765625,0,17114,7337,85,11914,1280,pexpect,QmYo8rBo8ZLNdtenEvZ1UTmtTqj1cvvqgmshFAVtH8Z6BQ
65536,27664,1,4,168,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,wcwidth,QmXqEKc5DRMpoknWX24Hg2DTpsFj6PfkmV9ypwbGDx29nD
131072,47271,1,3,184,1,3,0.2587890625,0.1884765625,0,17131,7337,85,11914,1280,prompt-toolkit,QmRFegrKMXwkL2qePzEWybQjSbPdmor3fiyW7jAgkSmKBn
65536,27461,1,4,170,0,2,0.2587890625,0.1884765625,0,11314,105,85,6137,443,asttokens,QmVh1MStX3UtwoRahP6HU3MzCvHvaQstBuXU3DdDZwR4gX
65536,27461,1,4,169,0,2,0.2587890625,0.1884765625,0,11314,105,85,6137,443,executing,QmNUs8jEtx95BoAV4vJZMPsFde1Ucz6QE2TSEjNzPPjETS
65536,27461,1,4,175,0,1,0.2587890625,0.1884765625,0,11314,105,85,6137,443,pure-eval,QmeNv7LK5obGAtfFpRkDUs8ajq6Le5N13TapHfJXNU6oR1
131072,79396,1,3,217,3,3,0.2587890625,0.1884765625,0,28245,21797,85,17627,2109,stack-data,QmfXu57r8QwGDCPJGhWC8xJ5faY55uJfEYTQRTtmfzNcvH
262144,194875,1,2,269,11,1,0.2587890625,0.1884765625,0,72784,79637,85,29053,3767,ipython,QmS3XQhhVWGStvEyUauBNaJtkRtE2kgUzxg1fhDMPsuCzH
131072,47288,1,3,185,1,2,0.2587890625,0.1884765625,0,17148,7337,85,11914,1280,ipython-pygments-lexers,QmZf3Dv9ctPjqvVpPx2pF7kaNrf9abzFoNJ2uDJEnJVXL4
262144,194875,1,2,262,11,1,0.2587890625,0.1884765625,0,72784,79637,85,29053,3767,ipython,QmPSjj7NqE4Pw4XH2PB27QiFdYZgTR11SbLWn3ZBjfmteu
262144,182079,1,2,261,10,1,0.2587890625,0.1884765625,0,67218,72407,85,29053,3767,ipython,QmdLLkJo13RVKkyW26NR6a4vckZPxTFMsuHUiYmY8zH9eY
65536,27491,1,5,172,0,3,0.2587890625,0.1884765625,0,11344,105,85,6137,443,platformdirs,QmehpJ3a7YT5nP8R8J3764np8Xic2sKsEZUFYnV76F5hEz
131072,66428,1,4,239,2,5,0.2587890625,0.1884765625,0,22507,14567,85,17627,2109,jupyter-core,QmPM3ZJL29iufGRYWLfUQCZfRSqfG48wBRPhgmTPAnvuKi
131072,47244,1,4,184,1,2,0.2587890625,0.1884765625,0,17104,7337,85,11914,1280,pyzmq,QmbQoT7E7Sd2psZGoxGEScoiL3wE1oEuEQKVtd5d3TogPM
65536,27664,1,4,172,0,2,0.2587890625,0.1884765625,0,11517,105,85,6137,443,tornado,QmTQgZaQL16rk5doCSUPTuADea6GtgeJfPL4XjLLnECjom
262144,111554,1,3,220,5,2,0.2587890625,0.1884765625,0,39385,36257,85,23340,2938,jupyter-client,QmSFZ9QJ6ULjxzNSYViJQ9xxERLNUa4MVomyZnZpRh5N3p
65536,27491,1,2,171,0,1,0.2587890625,0.1884765625,0,11344,105,85,6137,443,nest-asyncio,QmQd3nMZh9eMYF4c9RT9vDmaBZ2j6RoMceunmJNeptu3ke
65536,27654,1,4,170,0,3,0.2587890625,0.1884765625,0,11507,105,85,6137,443,psutil,QmcgypFGk4E96Q3JMUU4MwK9Q5EwB7SJ7FhUctafHjmLJE
524288,246064,1,1,294,15,1,0.2587890625,0.1884765625,0,95037,108557,85,29053,3767,ipykernel,Qmb2hLFsZsHz5kif7DjqeUvCfV9T8VbPj2ueWTPzPhzxpV
65536,27461,1,2,169,0,1,0.2587890625,0.1884765625,0,11314,105,85,6137,443,httpx-sse,Qmeyme3GubgSDEnTm9CLVAhcj347Ciw3keLttWTADCaBCw
131072,79412,1,2,202,3,1,0.2587890625,0.1884765625,0,28261,21797,85,17627,2109,pydantic-settings,QmS7We55EP7BgE7T9JeEknL1WP3iPUrsxtGE9Fpj91XVvZ
65536,27284,1,2,172,0,1,0.2587890625,0.1884765625,0,11137,105,85,6137,443,python-multipart,QmXPDSfDCeioGSHVW5jt9FEin9BuR29vrmfx9HKBNdgUtb
131072,66600,1,3,199,2,2,0.2587890625,0.1884765625,0,22679,14567,85,17627,2109,starlette,Qmb6FpJSqyTYf9uGpASMKq17M6w3gE2PopPbxqahk222eV
131072,66431,1,2,195,2,1,0.2587890625,0.1884765625,0,22484,14593,85,17627,2109,sse-starlette,QmXDnBgHJhaN84pJEUHJrLuUznc6Vi4HadMA2NvN6E7qcK
524288,233270,1,1,287,14,1,0.2587890625,0.1884765625,0,89473,101327,85,29053,3767,mcp,QmTAxHKDcbv2ZhjKuJZmUDddsvL8QZReVUpP1cADRULtS5
131072,47098,1,3,185,1,1,0.2587890625,0.1884765625,0,16945,7350,85,11914,1280,microsoft-agents-activity,QmfSVyWT67nBphxcG23o1qUq8XiYuLcKaHqoCKbuT5z8Wm
262144,111450,1,2,221,5,1,0.2587890625,0.1884765625,0,39216,36322,85,23340,2938,microsoft-agents-hosting-core,QmSq6b27MPQGELE3XwhSLDBARUKcvBWLXDvRkNuXwDH8zQ
131072,47122,1,1,184,1,1,0.2587890625,0.1884765625,0,16969,7350,85,11914,1280,microsoft-agents-copilotstudio-client,QmdJb3SS1C32LGhLfWPnEhw2LeMEDXTuqo5hPDoZkQWzHB
65536,27654,1,1,169,0,1,0.2587890625,0.1884765625,0,11507,105,85,6137,443,milvus,QmcaxvHP9VjF9wgVF9a2BdWfVxbVtzmdrCFf3a2y3NCcRD
65536,27679,1,2,171,0,1,0.2587890625,0.1884765625,0,11532,105,85,6137,443,eval-type-backport,QmcmmQYhkKA72Nso42mGF5SkskopSM2Vd3egFQ2FzLSoCt
65536,27654,1,2,172,0,1,0.2587890625,0.1884765625,0,11507,105,85,6137,443,invoke,QmdCc1oq96KhXuB2fX4QWoYoUdzi8pdUWDVoDQ1L5WK3Au
262144,137207,1,2,250,7,1,0.2587890625,0.1884765625,0,50578,50717,85,23340,2938,opentelemetry-exporter-otlp-proto-http,Qmaw5fwXbGkjKqwxYfxe3JZnifTmTviPH2dkPfm5rEh3AW
262144,182068,1,1,272,10,1,0.2587890625,0.1884765625,0,67207,72407,85,29053,3767,mistralai,QmPHLmhasjvHUoxZvW3cmXG2x3g1H2TXPKSuQuy6wp6xMD
131072,47264,1,2,193,1,1,0.2587890625,0.1884765625,0,17124,7337,85,11914,1280,pymongo,QmRvUwvmX4yHGjkjrTuYdtgU4UVEuAYJPs6LQc2xkX9B6o
131072,47054,1,1,182,1,1,0.2587890625,0.1884765625,0,16901,7350,85,11914,1280,motor,QmdBVQT874QBJznzK7Rym3qSvmKsx9EgHTQdYw48ct5CGA
65536,27451,1,2,173,0,1,0.2587890625,0.1884765625,0,11304,105,85,6137,443,librt,QmVD86zUr341srEyUsJ27UWsC8J5jDxwqRv52RedtyM7kp
65536,27681,1,2,169,0,1,0.2587890625,0.1884765625,0,11534,105,85,6137,443,mypy-extensions,QmVpZ3DneMGNjssFY4zbJQLsKNgfoxmXcNxqmMJwBUJm5i
65536,27449,1,2,169,0,1,0.2587890625,0.1884765625,0,11302,105,85,6137,443,pathspec,QmdB2gWMCvLb4HYL1HgpAMdpig3RWz5sm5MeGjAKUKFnaw
262144,111142,1,1,217,5,1,0.2587890625,0.1884765625,0,38973,36257,85,23340,2938,mypy,QmVoM1ePsYacEYfutF6ynkw5aCqLcAudNu3guW4zvKfsve
65536,27461,1,3,171,0,1,0.2587890625,0.1884765625,0,11314,105,85,6137,443,soupsieve,QmX5xvpK39RHQnt8qKodEjQUadzkYRxjuM26JXejt74HPB
131072,66618,1,2,195,2,1,0.2587890625,0.1884765625,0,22697,14567,85,17627,2109,beautifulsoup4,QmZ1Ajw2hzsJ8X6mFUAsEMbdaFmiegQ5eTQddky8LEh1vD
65536,27491,1,4,171,0,2,0.2587890625,0.1884765625,0,11344,105,85,6137,443,webencodings,QmThgyVpgD7XVBmxr7T61KCa2x66WyBSRUXPp6xTBdbKS7
131072,47039,1,3,187,1,1,0.2587890625,0.1884765625,0,16899,7337,85,11914,1280,tinycss2,QmTgsSYA8rJjMSNqrEvqLw61J6oANWM25GkHuuimpEYVKF
131072,66591,1,2,193,2,1,0.2587890625,0.1884765625,0,22670,14567,85,17627,2109,bleach,QmQg6bzeMKukQHL56FJ4RwWkUPdpKmBHt8dZQXKiwzmPwr
65536,27663,1,2,171,0,1,0.2587890625,0.1884765625,0,11516,105,85,6137,443,defusedxml,Qmday9SKidhNgDHAD64S3FPoLVh757CkM5SaEdHriPRcTc
65536,27663,1,6,176,0,3,0.2587890625,0.1884765625,0,11516,105,85,6137,443,markupsafe,QmV4F4eUisiwz2nxQzYLCUh13dJjQw77CdaZokkL3Ag8Ch
131072,47244,1,5,183,1,2,0.2587890625,0.1884765625,0,17104,7337,85,11914,1280,jinja2,QmRF7FHK2bMVjUnimq4uxTnkVwzmcZkQwCg4TDFiSj6ixf
65536,27689,1,2,176,0,1,0.2587890625,0.1884765625,0,11542,105,85,6137,443,jupyterlab-pygments,QmSuxqnLhBHkaG6TneNiJU3cneG4JeAivGrWYSkiB8DyPw
131072,47254,1,2,190,1,1,0.2587890625,0.1884765625,0,17114,7337,85,11914,1280,mistune,QmWUPt4BWgXS5pDfEPZ6nQBNNJfrDeZFs62ADuukjuiRue
65536,27681,1,4,174,0,1,0.2587890625,0.1884765625,0,11534,105,85,6137,443,fastjsonschema,QmXwmwv9JDVqATyxR6h2RwXNcH1kvjdWgXH7TShxrr5YGe
262144,98339,1,3,211,4,2,0.2587890625,0.1884765625,0,33416,29027,85,23340,2938,nbformat,QmT8oynKCP65FrNSgbECLQazS63u2Cc4wRRTEuy5ctxgka
262144,98339,1,2,212,4,1,0.2587890625,0.1884765625,0,33416,29027,85,23340,2938,nbclient,QmXLtedtwAEeMXXVtvXyTMk6qCD4Zjpwb35KzWTswNxe2L
65536,27468,1,2,170,0,1,0.2587890625,0.1884765625,0,11321,105,85,6137,443,pandocfilters,QmRpYsQNHeaD6tuv4YSxqXcM67QR2FhHL4rhEz7FbWo1Xn
524288,233268,1,1,282,14,1,0.2587890625,0.1884765625,0,89471,101327,85,29053,3767,nbconvert,QmY9PYL3e1AZsLWa3giSTDCtT5icXW7ahULeMUwkty4hzE
131072,66591,1,1,192,2,1,0.2587890625,0.1884765625,0,22670,14567,85,17627,2109,ollama,QmPXEJnAjEGfsX2isDmbhpsLDGRDoRAewBu6eKettpA5Er
131072,66440,1,1,193,2,1,0.2587890625,0.1884765625,0,22493,14593,85,17627,2109,onnxruntime-genai,QmQ7oZ496Wy69VHzdm1gmJqhWLnidbSXs2UjgrkRQAPmdq
65536,27449,1,4,171,0,1,0.2587890625,0.1884765625,0,11302,105,85,6137,443,pathable,QmP3d1BfKGBPDXYb3qp1nen1YCFKKmKnVZUKSMTRg8EY81
262144,98752,1,3,256,4,2,0.2587890625,0.1884765625,0,33829,29027,85,23340,2938,jsonschema-path,QmPyfmNgAzBYaDRkqqpPU91xDf21V77ZHpEDsEhK6YioBp
65536,27681,1,2,170,0,1,0.2587890625,0.1884765625,0,11534,105,85,6137,443,more-itertools,QmXXveDBLYZ2zDzo4fDvEFYDvPRnxLUz1RvCg1oZsRr6wh
131072,47080,1,4,222,1,1,0.2587890625,0.1884765625,0,16927,7350,85,11914,1280,rfc3339-validator,QmUjQ7fgkG95ZqZ8waSRrre35rr26i2gHk845mv5CG2dJ8
131072,79216,1,3,203,3,2,0.2587890625,0.1884765625,0,28065,21797,85,17627,2109,openapi-schema-validator,QmevtYXAUWQTe3Jbn9onGnje76t4bQhFpgM9FzMTXthiQ8
65536,27679,1,3,173,0,1,0.2587890625,0.1884765625,0,11532,105,85,6137,443,lazy-object-proxy,Qmf3EZNeRfe2t3nCMLmmpLyyrAWycZHsC65DvEVXr5Qnz7
262144,98759,1,2,213,4,1,0.2587890625,0.1884765625,0,33836,29027,85,23340,2938,openapi-spec-validator,QmZWPQv3R45dhkVc8vxW6FUypxNn4f57sZsE3aSpbuV2po
65536,27654,1,2,171,0,1,0.2587890625,0.1884765625,0,11507,105,85,6137,443,parse,QmZVzaPdKg47ks9CVp9hQfHjRmtyuxQCbxUPUUip9J3i9J
131072,47039,1,2,183,1,1,0.2587890625,0.1884765625,0,16899,7337,85,11914,1280,werkzeug,QmU1T8gKdn99z7NT6X2vAKPGGaXG8VhmfjR8gj1aHLCGuo
262144,156089,1,1,242,8,1,0.2587890625,0.1884765625,0,55688,57947,85,29053,3767,openapi-core,QmbzjBAiaebN4fJASURJRi1tvjd7T1kUShodvy84v6ewwc
131072,66386,1,1,192,2,1,0.2587890625,0.1884765625,0,22465,14567,85,17627,2109,oracledb,QmQ6ddduS5nnbzq6k9odZRJrKCPbMQ4LAqoBf7YtkC6FuC
65536,27466,1,4,175,0,1,0.2587890625,0.1884765625,0,11319,105,85,6137,443,aiohappyeyeballs,QmdVbbn6xzeeD97Sr17Aq6jxMsfSY1x3hAkP2fpTGAgtJY
65536,27663,1,5,175,0,2,0.2587890625,0.1884765625,0,11516,105,85,6137,443,frozenlist,QmXzvVQGrgovZopb4kZ6F5vzEAXs7t9pUcwPWKNS2AkcF3
131072,66424,1,4,202,2,1,0.2587890625,0.1884765625,0,22477,14593,85,17627,2109,aiosignal,QmUQKY8PXjG8MpHMb5GM6cbQQfcwNC1cuvTC8t1ZGHhskC
65536,27468,1,4,212,0,2,0.2587890625,0.1884765625,0,11321,105,85,6137,443,async-timeout,QmPB22uRZqRyjKzUqCkKRTWL5i8L7iurnG3VAaHyAQghRs
131072,47064,1,5,184,1,2,0.2587890625,0.1884765625,0,16911,7350,85,11914,1280,multidict,QmQfV5SHemSPevPN7GyojCKNV3faScgjRc1KtHnUvHdhds
65536,27461,1,5,171,0,2,0.2587890625,0.1884765625,0,11314,105,85,6137,443,propcache,Qmc7QKtAycnhXLMexpWtMtRSMeDczJ9VGCod8D4G3LyAWh
131072,78992,1,4,241,3,1,0.2587890625,0.1884765625,0,27841,21797,85,17627,2109,yarl,QmfWskqvwLFcjB15UMdbMjSHsFkB9fBx2vXq9CddqJAJQ6
262144,156487,1,3,243,8,2,0.2587890625,0.1884765625,0,56086,57947,85,29053,3767,aiohttp,QmQswGcqxo7Gn1ahQM44HhbDWZKoBKdMympNb7vx4RPman
131072,47071,1,2,188,1,1,0.2587890625,0.1884765625,0,16918,7350,85,11914,1280,aiohttp-retry,QmPaySTkqDeW8BW71r37HEWuWAG6EV2AVMkzY3WFwcW9ZJ
65536,27655,1,2,170,0,1,0.2587890625,0.1884765625,0,11508,105,85,6137,443,lz4,QmNvGTFa5MPZvGwiMHse2z3e9ECX1Ct8nBJySQhXnSQVFg
131072,66458,1,2,192,2,1,0.2587890625,0.1884765625,0,22511,14593,85,17627,2109,pinecone-plugin-assistant,QmUnLvd2nEekv5wJXqLyPHu1r2CXrLzVk8vJEeYSQcLrHX
65536,27495,1,2,173,0,1,0.2587890625,0.1884765625,0,11348,105,85,6137,443,pinecone-plugin-interface,Qmd8E7EkjbZrTkVXZju6nKWfSioqQft5atGSgN5CDepJyc
131072,66445,1,2,194,2,1,0.2587890625,0.1884765625,0,22524,14567,85,17627,2109,protoc-gen-openapiv2,QmTc7yttjJ27uoY49CkgC3s6nWtFgaAW5cj7tSmttwL3GU
524288,220242,1,1,280,13,1,0.2587890625,0.1884765625,0,83691,94097,85,29053,3767,pinecone,QmWqhWAHEa2eYSk5A28sBRiyBBWWF73tdV5at9Pmbs4gxC
65536,27664,1,2,168,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,chardet,QmTEVKHAEmhazyM66d7ptMqb42uCqM5t6sQiyzWfGfZj3Y
65536,27683,1,2,172,0,1,0.2587890625,0.1884765625,0,11536,105,85,6137,443,ruamel-yaml,QmdwkQbZfrYLpYbdzQKHrDK1qVS9VdJVt2sfsYnzsaqmgf
262144,98339,1,1,224,4,1,0.2587890625,0.1884765625,0,33416,29027,85,23340,2938,prance,QmbjwYDZWKReJvJPq9vnMFD6nDDKAyLa6j1yWXByveV8vF
65536,27474,1,2,173,0,1,0.2587890625,0.1884765625,0,11327,105,85,6137,443,cfgv,QmUjxWeagr8MsdzgUHbkCJkmUNxEnWrXkqH5Wh5RGM3fun
65536,27268,1,2,172,0,1,0.2587890625,0.1884765625,0,11121,105,85,6137,443,identify,QmdZxu2E5RJpsbMJvjKodhQJ9TiPMDVj7haRY6ThxDY1Ya
65536,27674,1,2,210,0,1,0.2587890625,0.1884765625,0,11527,105,85,6137,443,nodeenv,QmRKZYukh4J2YWq6w6sndU4Ef5pWtFNZ2Ac7b4qmuxW9dC
65536,27664,1,3,172,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,distlib,QmYbxwW5v24x7hFtM5cTFdpYKYAusrNrUBCtUjKzsrbhBp
131072,66403,1,3,194,2,1,0.2587890625,0.1884765625,0,22482,14567,85,17627,2109,python-discovery,QmTHpvQS3LnW79qy4WymBePa1TRh8QHcvWTP7pYcmgJvAD
262144,111556,1,2,220,5,1,0.2587890625,0.1884765625,0,39387,36257,85,23340,2938,virtualenv,Qmca4gYPKjh4LESB5gUjfAbYHDmapfuEuSzPxFQZSTMwFt
262144,111546,1,1,216,5,1,0.2587890625,0.1884765625,0,39377,36257,85,23340,2938,pre-commit,QmZXmJHL7uFuFtH4ZwpTHGgTT2ZkBGqPz2cszTAEZo6oRv
65536,27671,1,2,175,0,1,0.2587890625,0.1884765625,0,11524,105,85,6137,443,psycopg-binary,QmQcMTHLPbvApt6aKHGY54P36S4k3KgRx16NZ6RUgFE5as
131072,47081,1,2,182,1,1,0.2587890625,0.1884765625,0,16941,7337,85,11914,1280,psycopg-pool,QmW9Jc38wnhpSC8SuytWBvyaWudsuKTtc8WZN4WTMdw3zx
65536,27664,1,3,219,0,2,0.2587890625,0.1884765625,0,11517,105,85,6137,443,tzdata,QmWKVxwVXZdC2D7E8Uip9RPQR21pLw3BqmyBcdnNTFTC6p
262144,98735,1,1,210,4,1,0.2587890625,0.1884765625,0,33812,29027,85,23340,2938,psycopg,QmbaniQkURUsHyWguXwCJjiYEHFQg6myzCVeqPZ5nxm1Vn
65536,27674,1,1,212,0,1,0.2587890625,0.1884765625,0,11527,105,85,6137,443,pyarrow,QmTw3ch3mz2eZupw3NKbMYfWvVu6XGTVY32LwoLDZVsRYz
65536,27664,1,2,172,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,pymeta3,QmZzS1Jx1DU287fJwx4b9qWcr4sPKPHjaskQ1g7ni4RrRf
131072,47264,1,1,182,1,1,0.2587890625,0.1884765625,0,17124,7337,85,11914,1280,pybars4,QmYrLDCdLRhVoQpYPd8vh6mYiKnxapExfuDJpazJN3Upsz
65536,27663,1,2,211,0,1,0.2587890625,0.1884765625,0,11516,105,85,6137,443,cachetools,QmSdJiJtyoW2fQSawiiP94faXewBuKVUBjVUG34cWxr7F7
65536,27289,1,3,170,0,1,0.2587890625,0.1884765625,0,11142,105,85,6137,443,pytz,QmaPXx1dHvwTPpr5RXtTvsywvt9SPi6BfUgVXh5ig7kdA7
262144,98725,1,2,253,4,1,0.2587890625,0.1884765625,0,33802,29027,85,23340,2938,pandas,QmdXawKG2xCemWmCAwZdmCjortLfcqN78NBbsFiNBD5JjW
65536,27673,1,6,173,0,4,0.2587890625,0.1884765625,0,11526,105,85,6137,443,setuptools,QmW8rks6VdXuTRyptV7ywVuzu1zcW4Ya1pcSoH4CrHau2e
262144,136924,1,1,279,7,1,0.2587890625,0.1884765625,0,50295,50717,85,23340,2938,pymilvus,QmWUs7tPqovmCBjqpF7sVTEYB1BJQ8WzWCwxZyjWf6kxtF
65536,27654,1,1,170,0,1,0.2587890625,0.1884765625,0,11507,105,85,6137,443,pyodbc,QmTQXG5knYtYJLsbuRThWhmZdMarvfhV5QJVszhTdp8yhy
65536,27461,1,3,170,0,1,0.2587890625,0.1884765625,0,11314,105,85,6137,443,iniconfig,QmYu31FqRUuefmZTw3CMDMPgYYhChTcD4sezRpnF5iyY7M
65536,27654,1,3,174,0,2,0.2587890625,0.1884765625,0,11507,105,85,6137,443,pluggy,QmPcWECvwcb1rf4cHUHdseiH9d7rZybAqgSB1pyMWfEsLH
262144,137129,1,2,231,7,4,0.2587890625,0.1884765625,0,50500,50717,85,23340,2938,pytest,QmdDrQWngof73hqXVRN6kX6n4GTz995xunJ6oNSvh18Lof
131072,47271,1,1,182,1,1,0.2587890625,0.1884765625,0,17131,7337,85,11914,1280,pytest-asyncio,QmaXzFeLVTDvf84Zb1TbUBN786prDJi2QW6Tj97hdSd33h
131072,46858,1,2,211,1,1,0.2587890625,0.1884765625,0,16718,7337,85,11914,1280,coverage,Qmb3tjk4BVQZc6TaxaSg2RZQQdoriy5KEnYTKjH23vqkh7
131072,79396,1,1,202,3,1,0.2587890625,0.1884765625,0,28245,21797,85,17627,2109,pytest-cov,QmasF9qZSjaJP7FbGsVVmwuXyubvrJEvPZEuBtsav9VJ1W
131072,47261,1,1,185,1,1,0.2587890625,0.1884765625,0,17121,7337,85,11914,1280,pytest-timeout,QmdCeqxss9CGpx4yMd24fSPBfAsNczyaVPWWGHSxFyWAZn
65536,27664,1,2,172,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,execnet,Qmdf9rY1BT1HVcx5bw3NkRLBhyqV1YczgQfcJ1bCqW44SN
131072,79224,1,1,200,3,1,0.2587890625,0.1884765625,0,28073,21797,85,17627,2109,pytest-xdist,QmSm188b2g45jWqyPeEpSJP5GdCYCsnKDJTAjwGpD8kzoA
131072,79009,1,2,199,3,1,0.2587890625,0.1884765625,0,27858,21797,85,17627,2109,grpcio-tools,QmRk4ijUoCreAqff6CW8qcbZmg4PZgy4GdWn1fNFiTMtjN
131072,47273,1,2,182,1,1,0.2587890625,0.1884765625,0,17133,7337,85,11914,1280,portalocker,QmRsDD5K4NdpsU3xyhxKx64H4RAUpor6FTyF8FtruddyoG
262144,137146,1,1,235,7,1,0.2587890625,0.1884765625,0,50517,50717,85,23340,2938,qdrant-client,QmPEehPGWJpm8kAWgngVrqknfGYKbEv4RHsX3BQYyARncX
65536,27673,1,2,171,0,1,0.2587890625,0.1884765625,0,11526,105,85,6137,443,jsonpath-ng,QmarLdeXKaskJ3TFUngb8wJ5qciQENYMovsYHTHJxWUKL2
131072,47064,1,2,183,1,1,0.2587890625,0.1884765625,0,16911,7350,85,11914,1280,ml-dtypes,QmdNZXUUgoJWSLdEyGDVgy6MswgHP3TUU4JRs8ZBx89fJr
65536,27673,1,2,214,0,1,0.2587890625,0.1884765625,0,11526,105,85,6137,443,python-ulid,QmXPxYPs9jM1j1AaJ8dPAFPbw72LQvU8zdYqN8rq8PCamw
65536,27664,1,3,174,0,1,0.2587890625,0.1884765625,0,11517,105,85,6137,443,hiredis,QmcgwUCC2cmok8sHLHmzoJCuZVAu94YHsQq7NSWLPGh9D1
131072,66414,1,2,198,2,1,0.2587890625,0.1884765625,0,22467,14593,85,17627,2109,redis,QmPX77HHgXLNZNA6whE2yPwv3C59BN4cmA5pJuP9d7DwKL
262144,156487,1,1,242,8,1,0.2587890625,0.1884765625,0,56086,57947,85,29053,3767,redisvl,QmYruz3FTvyZnTq8Vu5Lr2uj2ZNmqShSRVtmngDTV9Wyj5
65536,27259,1,1,170,0,1,0.2587890625,0.1884765625,0,11112,105,85,6137,443,ruff,QmagKp4MrfWA4hf8gdxnkTfmLw6Yjongtsbcbixxo1tA2Y
65536,27501,1,1,172,0,1,0.2587890625,0.1884765625,0,11354,105,85,6137,443,semantic-kernel,QmRydHqfhHSgCeDzuANutKZEJ9dznZUirPHW27RmihkB76
65536,27654,1,3,176,0,2,0.2587890625,0.1884765625,0,11507,105,85,6137,443,joblib,QmNUiD4NF22aZ3hUKB6w2nV49GZMMg9TTVcD6QnNmMEutJ
