cycle,depth,pure_proving_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,compression_duration
262144,6,43440,4,2,11914.267578125,11914.197265625,0
262144,5,48995,5,1,23828.53125,23828.4609375,0
262144,4,52173,5,1,37095.736328125,37095.666015625,0
131072,3,32342,1,2,37334.3203125,37334.25,0
262144,2,56400,11,1,48272.498046875,48272.427734375,0
1048576,1,191449,31,1,114786.25390625,114786.18359375,0
131072,0,55102,1,0,115024.837890625,115024.767578125,0
