cycle,depth,verify_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,comp_name,cid
65536,11,34,0,1,216.087890625,216.017578125,@nodable/entities,QmbyxYkC8wCayriLWZfaWD1qtGBcZGxvX37PZMmWsHTWT9
65536,12,35,0,2,216.087890625,216.017578125,path-expression-matcher,QmZ7N29jPRJ6tP1saAw9aF2vAxLkdzY52n2kdSR7vws1Jb
65536,12,34,0,1,216.087890625,216.017578125,xml-naming,QmVjhvxwLmnrAquUxsVt8k2c3rkX8qkGa56oCA46TG6Aws
131072,11,133,2,1,670.755859375,670.685546875,fast-xml-builder,QmTRxsung9VPBNdqwjb6c23YMyUppWWRhTn3Zpm9q5aozM
65536,11,75,0,1,216.087890625,216.017578125,strnum,QmQAxaYsD21mmiYPQFKuZxgHXBxwStE8rQ7f3yFBoZHEcv
262144,10,532,4,1,1569.029296875,1568.958984375,fast-xml-parser,Qmabgv68C6umxRKcK6LCiEwJDGKBp7kSbz5cA9qXqRfL4G
262144,9,770,4,1,2944.470703125,2944.400390625,@aws-sdk/xml-builder,QmeWAz39A3A4ZmefgQtvrsb5NFq16zvZQWcSRP9xaSUHva
65536,9,75,0,1,216.087890625,216.017578125,@aws/lambda-invoke-store,QmQjgC71NWZbEPhk7fq4eMLucoPiYTS4qEuUwwFcahwZ6h
131072,11,1023,3,2,5001.3515625,5001.28125,@aws-crypto/crc32,QmNvzoQhwJsJ6DLkCL3PBqDgLrZQJsfyjWYamJNAEi62Gk
262144,10,893,4,58,6376.79296875,6376.72265625,@smithy/core,QmR2xNMgXNy9v52D8rupi5YKu2Z56WKJxdMEyD9Z6EAy94
262144,9,1067,4,5,7752.234375,7752.1640625,@smithy/signature-v4,Qmeng1oJarAZxn6LG7GQBreCRFUq2BWbZj5Xg2tg6nVX5a
65536,9,32,0,1,216.087890625,216.017578125,bowser,QmSXNgGNyJAb3KVkKsqJh9SG2Nd1mKSwrJgNbJyVwuhHdX
262144,8,3043,9,44,20245.103515625,20245.033203125,@aws-sdk/core,QmcZk8aHNDvEkWnEBGzK9NJRGRJTDKhpTVKEpjbLZevTx4
262144,5,4642,6,3,29361.337890625,29361.267578125,@aws-sdk/credential-provider-env,QmZtS1WLBthNENCRu5awpCjgTd8FuhnFA8jot7eE6DLSc6
262144,8,1135,4,29,7752.234375,7752.1640625,@smithy/fetch-http-handler,QmS8AYs8t5EB74YfQ6QXFjxzxLuQXxoDnTSUuu4d7RUryZ
131072,9,422,3,1,1364.0078125,1363.9375,@smithy/abort-controller,QmaapGvoqH1zLpnuWCGi7ve5g1EpZojbZiS23Z6AcBbp8H
131072,9,456,3,2,1364.0078125,1363.9375,@smithy/protocol-http,QmQVGS2VeXQ39cdxPVwyDjgyu1s7iuo1AyLjoVrKWNk745
131072,10,165,1,1,454.671875,454.6015625,@smithy/util-uri-escape,QmfDiuNqTpaZ3qbHFMVhtpqzxRL34XjYqd37Z1T7iJVkiv
262144,9,613,4,1,1830.11328125,1830.04296875,@smithy/querystring-builder,QmTkWpRhpumWXjchDGCpz5eS6T2hCL6NCZ2rhxeSDff3UJ
262144,8,1400,6,31,5933.5625,5933.4921875,@smithy/node-http-handler,QmZPbwVEVqpKJgxSs627QjN7QnCsz4RYrs7M4snEDHvQz3
262144,8,1169,4,31,7752.234375,7752.1640625,@smithy/node-http-handler,QmS1NNyuwx3JwWcaYo6xnQogiMneSdAwQqdumb9bXsoHw9
262144,5,7351,9,3,50799.357421875,50799.287109375,@aws-sdk/credential-provider-http,QmQyMPzjeJ2PVJvfcEDkCCECU2TuyebsvpScka4sLekj2p
262144,8,1757,5,7,10491.6796875,10491.609375,@aws-sdk/signature-v4-multi-region,QmUuggJH7M3yjviTAtkF8m2FB59Kz6AJryWkhGG5MhC6ij
262144,7,11077,12,7,78579.853515625,78579.783203125,@aws-sdk/nested-clients,QmdMQjL9Ly91tvjWfWzrtCxAyngta6xy5Sz6vHWZq7CE2i
262144,5,15361,7,2,107941.1875,107941.1171875,@aws-sdk/credential-provider-login,QmbEtUAG9odUdtgSFg8KJyCApWc24dGYcvUvVmsuCaC1d8
262144,5,4435,6,3,29361.337890625,29361.267578125,@aws-sdk/credential-provider-process,QmaMVxiWCQ81AArqKFMGCKQYntiNKsy2Yp34mskCNiAgSh
262144,6,14863,7,1,107941.1875,107941.1171875,@aws-sdk/token-providers,QmcpyeYqwYdhBXgUrYRkGARvABuSZFQoFsH25NCsoXfe6c
262144,5,29993,8,3,215882.37109375,215882.30078125,@aws-sdk/credential-provider-sso,QmRaSAnEW16Uy5hKMDGsq6SN7ukjtCzuQ1zTGiAp8Ux3SZ
262144,5,14922,7,3,107941.1875,107941.1171875,@aws-sdk/credential-provider-web-identity,QmRoD8znVBUaySrMcFUSWCnrC16tto5fB213arnegY1xBf
262144,5,1426,4,3,7752.234375,7752.1640625,@smithy/credential-provider-imds,QmQBJSE6tgM93AZXf3acYUtUA92fsUjBG5RCmQwsYYCbWC
524288,4,90122,14,2,656992.111328125,656992.041015625,@aws-sdk/credential-provider-ini,QmUAjgLsKXmDK6JqSxqajUf1F6wCNjh3QQ7vaeUB2LLP7v
262144,3,151649,12,28,1107206.1484375,1107206.078125,@aws-sdk/credential-provider-node,QmRNtQ8JgaspkERrnX4eBhjS6JHmXn9pmWCTC1bABTAbyq
524288,2,161888,13,2,1185797.935546875,1185797.865234375,@aws-sdk/client-cloudfront-keyvaluestore,QmeJ2DY8Kh1zT1c4VUmjY724ar83k6ndUNgNyrcKWjZksJ
131072,5,62,1,1,454.671875,454.6015625,@aws-sdk/util-utf8-browser,QmdutKrMHXGh7bp4FUxwC7kN5PUfNZ1xYMq6RYx6iEg4qB
65536,8,30,0,1,216.087890625,216.017578125,undici-types,QmWACFYAsTTTEAakZEqUY6Mt3Ys21SqUQPyChcL21NmWqX
131072,7,62,1,4,454.671875,454.6015625,@types/node,QmdADUWB4GRqp2acotZwB219GzEFgAneJnZWPZuJhe6Hy7
131072,6,94,1,1,693.255859375,693.185546875,@types/ws,Qmadow6DVk4BSKzSdvdZvsfVrGU6m3DGjBithsfsamfDff
131072,7,230,1,4,693.255859375,693.185546875,end-of-stream,QmaadSxErY9qH2XXMq4cwzR4XcurDzdERksc9cX2qtatkp
65536,9,76,0,1,216.087890625,216.017578125,core-util-is,QmUNs4QaJu2BAfivcez7F4RAWFoPiovMN8wUkwMTsPNcva
65536,10,75,0,5,216.087890625,216.017578125,isarray,QmRAWsTwgMzQmYc4sxZvFkuEGm6tXu5D7zXsUQWpNimWiX
65536,10,76,0,5,216.087890625,216.017578125,isarray,QmefMYvJN88WcuYHBC2pK3eqMXK1suPzgPhVvDYMofmv4K
65536,9,75,0,2,216.087890625,216.017578125,process-nextick-args,QmcFq1VAKUyFVtY7kNGuiKyNfVsMoYZUKb6NE9MFdHVQ9J
65536,10,75,0,4,216.087890625,216.017578125,safe-buffer,QmcPWR1xLZCWjRzmhBq1qTaBYPLasRA4qk8viRRckWHEC8
65536,10,75,0,4,216.087890625,216.017578125,safe-buffer,QmRhvBY2hpYFSx1TFLdqBAEwB2pb9iGm5cpnLersq2MoSu
131072,9,208,2,3,670.755859375,670.685546875,string_decoder,QmZ554tZXiz7igFidZfwPiT3HjSwcKnH8so3NaTdNMDyh6
131072,9,226,2,3,670.755859375,670.685546875,string_decoder,QmYxYnWu8vdyaZC8h6zLXAutkPWxHYbfgAXGGAQG1NotUH
65536,9,75,0,2,216.087890625,216.017578125,util-deprecate,QmfW4J6MoVTJCGbVeqRv8Sit4DnKnG341vrEiTQKst6MYb
262144,8,768,10,18,3320.201171875,3320.130859375,readable-stream,QmPxKpTxr3rYEVNaKdP4zzVSxLBt6dxVvpMvTXbMm1bMxP
262144,8,422,4,18,2023.697265625,2023.626953125,readable-stream,QmdpV7UmDAi3BTHxCRa5PcM4bSDt6Sf32L4282rPbqsai5
65536,10,76,0,1,216.087890625,216.017578125,event-target-shim,QmdgTv1UAGGcZQqEgPRVXUwDMbT8y2UpenMMSDv2NW7BqC
131072,9,154,1,1,454.671875,454.6015625,abort-controller,QmT7WR4fVYwCUyeX8gsxobAkCEemt976Kf2iuQEZeKGnxA
65536,10,77,0,4,216.087890625,216.017578125,base64-js,QmTdhxo2p8wqk5DvudMD5s1d6KjJKTLA1jh1Mb7xWVjNXN
65536,10,76,0,5,216.087890625,216.017578125,ieee754,QmP83Nwrbuf5Ka6dcAUQJVod9JnPcGwuGbopgNt7hbMxdR
65536,10,75,0,5,216.087890625,216.017578125,ieee754,QmdWgBNFLrunUnbLkk3q1Yf6fj6vop4vTNHtmkBsgAtGhW
262144,9,451,5,5,1330.4453125,1330.375,buffer,Qmexs9RPDwbp5pRBaepaBFcY25dYxr59oaKVXRF8EjsGmq
131072,9,299,3,5,886.83984375,886.76953125,buffer,QmVtgSYdBnkf49dHobPf37ijSgfLtWmdJjwspaqUUKYMZr
131072,9,299,3,5,886.83984375,886.76953125,buffer,QmTn2FmArf3Dc3J6U2q7VWyPQLofbyZKinMtsHB2hbsmCz
131072,9,299,3,5,886.83984375,886.76953125,buffer,QmRuJf8vvohws2AEgG3prUcVVB1QAwCiPjenbJ7VyzPUPj
65536,9,75,0,3,216.087890625,216.017578125,events,QmZ57KsgajSmhTSHwC7Ts2DxMh5ot56hpHpeiHPMohyPSv
65536,9,75,0,3,216.087890625,216.017578125,events,QmVxtaZitBH5PkXwm5xFUNho1Dx4ASLzHztcDrXSYkUach
65536,9,75,0,2,216.087890625,216.017578125,process,QmVw1cEY33WK1naVT12x2KppLoHPFNTS6oTQCikkSvk7pT
262144,8,1440,10,18,6685.3984375,6685.328125,readable-stream,QmbWpWoFET4kyft154J3VayCCCYdDH178TLSFiczbQ2xoX
65536,7,34,0,2,216.087890625,216.017578125,stream-shift,QmYE8sHxFsRVahQWK8ojhFyxkVh1B1frts9UJZCJEahrAo
262144,6,2091,6,3,13404.73046875,13404.66015625,duplexify,QmVPovwhLNgrFNY5nqNcEQmT8Qns7SoMh7dmd9V23FMfBA
262144,6,1903,6,3,13404.73046875,13404.66015625,duplexify,QmYLiCuLahjYk21Cy2YwzpoNfVpnh4y7R6PMVyrSK3R3Kz
65536,6,31,0,1,216.087890625,216.017578125,isomorphic-ws,QmYUD7b74WHmBnwYdHZwcSFHJQBbQCeAQ2B1D4N993L4Fj
65536,6,31,0,4,216.087890625,216.017578125,ws,QmdDTSEQ2YYf8YkR9fNMV4cDojHgTpofLvgVR5Py77RLQq
65536,6,75,0,4,216.087890625,216.017578125,ws,QmYcYF5rm1z46JFzpmxYcEWG7xz7C9oVoqo3zutYJDcJgE
65536,6,75,0,3,216.087890625,216.017578125,xtend,QmNZ7xsCdP6JXbb7ujdLwgx2X3BLwpzmQDJwCREn3S1KSz
524288,5,5969,13,2,41306.541015625,41306.470703125,@httptoolkit/websocket-stream,QmfZKxNCG5BqV1qJtifGTDoYTEjLgLp3s5caXSzyURkcFP
65536,6,31,0,1,216.087890625,216.017578125,follow-redirects,QmRcGowRbZRyqhJA2BWqga46SDAeFBSKB8aYh9sxGBsRUH
65536,7,35,0,1,216.087890625,216.017578125,asynckit,QmccTQAqDXCtkaTNf53EqK5wCKYeEVTK4fc5Yj29vzmRQ4
65536,8,35,0,1,216.087890625,216.017578125,delayed-stream,QmWKVmNNRTKuHqqbygkCJLhg13xosEj2FnfnPRU74zkDQC
131072,7,72,1,1,454.671875,454.6015625,combined-stream,QmaaC3fzzA7CteDRo4GDfF8HB6i7sUR21bTp2oxtVDAxhF
65536,12,76,0,4,216.087890625,216.017578125,function-bind,QmSggba6TvVMZu21qfjSbKvQRYoTEG51Kg7JkVguhEuoBw
131072,11,226,2,4,670.755859375,670.685546875,call-bind-apply-helpers,QmbzdCnUpiq11X9um8FKwJaVN8VvkM91m9eHdKs3VHjCER
131072,10,450,3,3,1341.5078125,1341.4375,dunder-proto,QmUwUEWGU5F4rjVNoYz1RLQ45e6QPhbXBh4oNiQ728DpME
131072,9,648,2,8,2034.759765625,2034.689453125,get-proto,Qmd62E1Yn6Ar7qNYVNe4sC7mopytTha7ejEX1Z51XanKZs
131072,9,137,1,7,454.671875,454.6015625,hasown,QmeXFJjgumswq2iMr1t9berDAGBziAHZpL3H6zTKoaUEFR
262144,8,1119,10,15,5161.373046875,5161.302734375,get-intrinsic,QmeqqsKLHkEPPitaDDgXLXZyUeebsLJginkXKcY8MYQeBe
131072,8,78,1,11,454.671875,454.6015625,has-tostringtag,QmYenBnptSQu6mimSMbfpoqFevNK97fxuVkUzpaPFxUK8r
262144,7,1187,4,2,6536.814453125,6536.744140625,es-set-tostringtag,QmUH2GhNgJYjzUCXJHwpMqwACKnwCc4kVc772QoLezQCdu
65536,8,31,0,2,216.087890625,216.017578125,mime-db,QmUpDQTiVppDHDtWx6kxauep7QRuUaB1YJxxBKcuCE2Zpe
131072,7,226,2,5,670.755859375,670.685546875,mime-types,QmdL6WP4uNwF3T3qmWQQs3GBQoNDRxQ3tjejdyzWSVwwnk
131072,7,226,2,5,670.755859375,670.685546875,mime-types,Qma63ZquwCyNS1ZomQwuBBVe2PPLhjV59nKBhNaQQPgw2w
262144,6,1756,6,2,9253.759765625,9253.689453125,form-data,QmeRsDb62oS1fo8ivjWbCWzoQRaVxfkHXu16GfHh7u2DiY
65536,6,79,0,1,216.087890625,216.017578125,proxy-from-env,QmcBHVw52oecg639g32NbHcnNYWiEiif5oTi5BRwLQTjRn
131072,5,1718,3,2,9924.51171875,9924.44140625,axios,QmVfarnVo4Ba9EBXRRUd7caXJvhKV45A21jwPwB45hsxhL
65536,5,31,0,2,216.087890625,216.017578125,crypto-js,QmetTzYrLJvFZS9F9cgMFEgEAEQtzhY6YW6NwAJfbspmuT
65536,7,32,0,1,216.087890625,216.017578125,leven,QmUbAiXF7CqZeJ6USK9qrxXu7Hy4SoD54Y8rjVw4QBJs8H
65536,7,75,0,4,216.087890625,216.017578125,minimist,QmaraWa2jXFSLyx8vQgLX6a1e9ajv9ARVAx6wxqSc5d1x3
65536,7,75,0,4,216.087890625,216.017578125,minimist,QmerJYjWTA43dEFGHYQ6s6aAyPFEd2KWYx8fsJi6CMjgGo
131072,6,299,3,2,886.83984375,886.76953125,commist,QmPHjf9GNMSo7Ju5FT4te1kmiQ2qmzV8BPB3A7mQZSjPNB
65536,7,75,0,1,216.087890625,216.017578125,buffer-from,QmdZtgGYCCHC1oYn7UijXZVjgzywUrhwxqZw2jQH8CGzK7
65536,7,75,0,1,216.087890625,216.017578125,typedarray,QmbhjX4Y3ggXugmGC22PHFVXow7jWot7bqUUSAqFNWuQyJ
