cycle,depth,verify_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,comp_name,cid
65536,1,35,0,1,216.087890625,216.017578125,nvidia-cuda-nvrtc-cu12,QmXSCzD3KGLJQ97zRPYmiA6Z8YTe8SFxL1Ntu2uaDRQgis
65536,1,35,0,1,216.087890625,216.017578125,nvidia-cuda-runtime-cu12,QmTpAKXYfRQcUhXwDs6CuefdQ7YtMXHh2MhRef4XsarRzK
65536,1,75,0,1,216.087890625,216.017578125,nvidia-cudnn-cu12,QmPbhLwGAhTHeL3zbzsH7YjE7oNiTjTgazNJDe5p6AZS1s
65536,1,75,0,1,216.087890625,216.017578125,nvidia-cufft-cu12,QmYBNL5nhfVsRhnMrkLtQMK6N4f76S4j1Bgv6MpdoTsSh4
65536,1,75,0,1,216.087890625,216.017578125,nvidia-cufile-cu12,QmW3Ax4VLEUyRBNxt8tYrwEpkU7LGXkeKQ1eo6rfmB8FbG
65536,1,75,0,1,216.087890625,216.017578125,nvidia-curand-cu12,QmYofUXqDoa7gVszqgGwrkFD9VKvL9e6RKVhHFxUWPv742
65536,1,75,0,1,216.087890625,216.017578125,nvidia-cusolver-cu12,QmRbbZw1uaqh7J5fx1Nju9rK4tywwHA9jG4eTWfkB4Bh6n
65536,1,75,0,1,216.087890625,216.017578125,nvidia-cusparse-cu12,QmeCpq5TyY7G5wiksqNqBWB752KHsfLSFuKzLCpC9thE6r
65536,1,75,0,1,216.087890625,216.017578125,nvidia-nccl-cu12,QmXXVaT1D9DgKCaw7Jbr8pASyryNW6oLtmK1TydDHGsQYR
65536,1,75,0,1,216.087890625,216.017578125,nvidia-nvjitlink-cu12,QmQxeprAzWovJsoPtdGdc7Vss4YKwok5G1ecuPF4oXgjfY
65536,1,76,0,1,216.087890625,216.017578125,nvidia-nvshmem-cu12,QmQw7aYUCpnG2Yn1pEUJNALfSbjQ4V5UoZM7GZii3HRSWZ
65536,1,76,0,1,216.087890625,216.017578125,nvidia-nvtx-cu12,QmTnAGWFUXmqaNmFzUvYoVXsCGhKnkYLdTC1zzAJdzdFE6
131072,3,158,1,1,454.671875,454.6015625,accessible-pygments,QmeZum4kdCUgzo6XiMsPGFoHjjGLW6HqXHXwFSHCHW4qE2
65536,3,75,0,1,216.087890625,216.017578125,babel,QmPjiaxLGQ5GVc8ZEGaXytz8UCbZbdHjB2S1EdDzVFTyYy
262144,2,654,5,1,2023.697265625,2023.626953125,pydata-sphinx-theme,QmR4v22TWSfm9sFBaJVczALPjJJ4xoAigd2togHTwmxXHP
131072,1,665,1,1,2262.28125,2262.2109375,nvidia-sphinx-theme,QmRikRjoRsFrNPp2ooL7RXEY1RLfCVbXYoiScXSLkyFrci
65536,2,30,0,1,216.087890625,216.017578125,ml-dtypes,Qmb2ALFmrAEWqDoDXuKYDJzbmq3n1EDZRKZ5KBRKZibsv9
131072,1,300,3,1,886.83984375,886.76953125,onnx,QmeHQd1SpSbbukQpqKUo7VZhiKex8DsbbrV7ReoGBMaxuC
65536,2,75,0,1,216.087890625,216.017578125,colorlog,QmSgvrALECwsgFq1hujAkmvhpCU79dUF8W44BaWUGxZVyN
262144,1,931,6,1,2933.033203125,2932.962890625,optuna,QmbkExW2F18AKg46QsVGnN2XktgtJRqT4T5KTcDB63Zs4n
65536,1,76,0,1,216.087890625,216.017578125,parameterized,QmZ9BN7im7aspwW13cd5X6JzztCf8x5rB4yJ2U18Cz8oC3
262144,2,1705,5,1,8754.466796875,8754.396484375,accelerate,QmdRrt1fx7EVqwpxm4wv3Mocx4HetoAESdhjr3TANjDJ4o
262144,1,5867,8,1,35927.19140625,35927.12109375,peft,QmUvZi8Z5kPcsyjzxTHPgPSR2z57iKBEth4mjfHbD1QEB8
65536,1,31,0,1,216.087890625,216.017578125,pesq,QmV4RCx5HdgCdc3WguBYFimEQdC1pTZxwC3kTxf9A9fMaC
65536,1,31,0,1,216.087890625,216.017578125,pexpect,QmdnBie6pbQyA4dZLn1sxjBtaTEThWxibPXMB8BKuxKXcH
65536,1,76,0,1,216.087890625,216.017578125,progress,QmZu9Cw9atgGzCigjdgkpc1fUqeZzNqN9YSmnFcEHfgtzS
131072,3,525,2,2,1580.091796875,1580.021484375,pyannote-core,QmXDawC3KbQ9J9JL277TZPPNVUPPPTqzcyGkCLwVMie88e
131072,2,892,3,1,3160.1796875,3160.109375,pyannote-database,QmUDuSK1f7yw8JDPdK1Gj7mXBizchK95TDemLggTzxoqF1
131072,1,1204,3,1,6104.271484375,6104.201171875,pyannote-metrics,QmQuSBwPjfGyiyohngcemEEQibcUp5x5ifx3iSihtp3nDK
65536,2,31,0,1,216.087890625,216.017578125,pycountry,Qmai2AvDW3rW13NuGpdmwD7ErQwKobdUyjXMbi2Jn19oyb
131072,1,731,3,1,2262.28125,2262.2109375,pydantic-extra-types,Qmcbr9eG9pDVTyjco8EENhvWRJJgtMP2Fi3UALkwwsRv1A
65536,1,76,0,1,216.087890625,216.017578125,pydub,QmefkSn4NApJP2r6FwSw6jMXDEgzjS1DYghRdypkP7is3y
65536,1,75,0,1,216.087890625,216.017578125,pyloudnorm,QmZAY7PL5e8DUTtALopP6k1d3AJKAZuKoKsK219umraXVV
65536,1,76,0,1,216.087890625,216.017578125,pynini,QmcCcQdHTQ1mz9k8SyPJtprEzaJnjP6ntx2QhvR75CraUX
131072,1,154,1,1,454.671875,454.6015625,pyopenjtalk,QmcwJkdL2dUmEqMGEwewfNTmRdXB3HgYYn3Rj3e2pW1PPy
65536,2,76,0,1,216.087890625,216.017578125,pypinyin,QmeTuqHXKNPXrgWqa21pzWLkFZhT9pRH8hLMNCbBoem85j
131072,1,153,1,1,454.671875,454.6015625,pypinyin-dict,Qme7A9TjVmMnjRrQX2inmqYnqwVMhjXjVVaZTKuu36FyJy
65536,1,76,0,1,216.087890625,216.017578125,pystoi,QmaEBREmB8CMtzFtyLQFZ4WPC6JKpJaTdWuUm519YWfh9i
131072,1,231,1,1,693.255859375,693.185546875,pytest-httpserver,QmT6LFz7W8JukUGuw1krfeieQ6dd8XYZAhpCcJos1THEcf
262144,2,363,4,1,1114.361328125,1114.291015625,pytest,QmRh9af6VuTRV1VFdNDaoETpSN7FBetCJhh5KBvrabBrpM
131072,1,403,1,1,1352.9453125,1352.875,pytest-mock,QmVs1weUhv5efmuHRYboiJePZaTE4P9TVaKz28zrNR9sRz
65536,1,76,0,1,216.087890625,216.017578125,pytest-runner,QmPjm6mepcLSEtqMdqH2DXXdRKzBVLACTDzAAgKkf2Lwir
65536,1,75,0,1,216.087890625,216.017578125,pyyaml-ft,QmWB5JYygwk1wYj7hN7FieqQxxHHQ93i73oW2DrNgD8eUP
131072,1,234,1,1,693.255859375,693.185546875,resampy,QmTGAgvtMqtrt6XWnae8iCdvZGAfVbHyQ7dmpBoYDZ1TEq
1048576,0,76,50,1,218.056640625,217.986328125,Batch-L0-2,QmYH7KYHFMy4GT8qmAgN3gUH6FLKiSfs8sy3uk7HxfAjgq
65536,1,75,0,1,216.087890625,216.017578125,roman-numerals,QmYoS7obxf4oPM2kVSRtyTMdcWY4NPhLfJXdoHPoEh9oJ1
65536,2,78,0,1,216.087890625,216.017578125,lxml,QmSoPgwkbsiTAQw1ofxVFZFYFKzeuA5yQKWfqYaKLSyHcL
65536,2,76,0,1,216.087890625,216.017578125,portalocker,QmPRRJPkBHHYmW8ZpJqp1713BYysMV4S8T36YbjKDKj4Lf
262144,1,451,5,1,1330.4453125,1330.375,sacrebleu,QmXTUPNroKsTCYV5DVXa9d8KNwQ61Y79tZqm3o98VmRApD
262144,1,379,4,1,1114.361328125,1114.291015625,sacremoses,QmNh5Hn16J85dvVhLoBQHpcBuLJpWUe83rXbsWE7BWim4Z
65536,1,75,0,1,216.087890625,216.017578125,scikit-learn,QmUn1eJYRANzndAYaFuU71AXWyDKxqq62a6xusJLYb2oWG
65536,1,75,0,1,216.087890625,216.017578125,scikit-learn,QmfHeWxbkz7KDKefhp3uLmg11b21bgiLJsh4ZEtGPxgtf2
65536,1,75,0,1,216.087890625,216.017578125,scipy,QmVStHHryDU2HV7up9JWSwPT5DaYVrCtw2DnLkZP15XbZ5
65536,1,75,0,1,216.087890625,216.017578125,scipy,QmT3vhoL328gwKegRRcQXDnwevLwDQxPa6QHX1EmFe378G
131072,1,1092,2,1,3365.201171875,3365.130859375,seaborn,QmaLuvsv4nptJuHMoktvs3dKUfjQZf2bFF3VAauGWgZZ15
65536,1,75,0,1,216.087890625,216.017578125,snowballstemmer,QmeeqjCFqdMtYRmZuJVxKCZtew8Wn2aAZyVtvcxeQAYnUA
131072,1,154,1,1,454.671875,454.6015625,sox,QmXDkzZWSVVR49eLCnRWTGaWusYYEMWPjRd8YNmGmXrN54
65536,1,75,0,1,216.087890625,216.017578125,sphinx,QmdH2tVarv4ncfuHHHtxc5Qzb2d6g8kf43gjxNvEABgyTP
65536,1,32,0,1,216.087890625,216.017578125,sphinx,QmPjyCJ8HKdyhpggnxmKvHhVbxcFomVnF2Kvd9Yrw4hG53
65536,1,34,0,1,216.087890625,216.017578125,sphinx,QmTq8SG6NrGhvBkzQpijU8mitUyDxkeS7ejekA77M5fPNk
65536,1,75,0,1,216.087890625,216.017578125,sphinx-autobuild,QmQQZWw1WJAPCjFegLqJL5BnZ6nzHmmTznjNxh3o6i9qu1
65536,1,75,0,1,216.087890625,216.017578125,sphinx-autobuild,Qmb98xAVqGrDxx4YmQFYm5EgziGns5fkkyhDdGa6xWMAcz
65536,2,76,0,1,216.087890625,216.017578125,astroid,QmWXRdvwvyH9ThzLFznJ7u7uoRs7yaqp2Fz2zTc1y7wEwh
131072,1,228,2,1,670.755859375,670.685546875,sphinx-autodoc2,QmbSGCZdGeZaN88S1SHi8e1KqoRmUMJbARwc113HuQZFsN
65536,1,76,0,1,216.087890625,216.017578125,sphinx-copybutton,QmRRwQRMSu546BTQWBXZD388NwMoWevCV2nWNZz8hXfHXA
65536,1,76,0,1,216.087890625,216.017578125,sphinxcontrib-applehelp,QmaaEUnP81SnVztDJhUWaeBU8LQP1AFg7xcmVn8nkDeUZW
65536,4,76,0,1,216.087890625,216.017578125,latexcodec,QmaRJyP6CsCgg2a2zoNaPz56xsbLzYij3Q2oZfw512W2nd
131072,3,229,2,2,670.755859375,670.685546875,pybtex,QmRkEH8g3qPzG8odNNyaLEWqKXng7oVJ6qCKSMwmFawngu
131072,2,307,1,1,909.33984375,909.26953125,pybtex-docutils,QmRqwq3cQbje3YnsgAs8oLskckoYM7oRXehddXn3gAwqcv
131072,1,601,2,1,1818.67578125,1818.60546875,sphinxcontrib-bibtex,QmZaPB69TQQoEpeTAdMVMLsX1VN2tva5vLbRpw588LAVnZ
65536,1,31,0,1,216.087890625,216.017578125,sphinxcontrib-devhelp,QmVmqmVFZVBTUJ6QtNz8w2J8PqtiFH5WqZiuknZgTwHSc3
65536,1,34,0,1,216.087890625,216.017578125,sphinxcontrib-htmlhelp,QmahBP9tRUoGfayoHP2x1LFohqGTSvc3s9gL83jegXaEMi
65536,1,52,0,1,216.087890625,216.017578125,sphinxcontrib-jsmath,QmWJgjCe9AdU2RKirKV8xkuCbomMwBS9J95MfmgWw4VHgL
131072,1,305,2,1,909.33984375,909.26953125,sphinxcontrib-mermaid,QmT4yZmYc5WDgwq1XwitRk4VhbT7RGStrhGN9MGXjThzdB
65536,1,76,0,1,216.087890625,216.017578125,sphinxcontrib-qthelp,QmXSsc5msVj1JVsTndfCZNbc2XBqvXvcnaFVsURVJ2AuoR
65536,1,75,0,1,216.087890625,216.017578125,sphinxcontrib-serializinghtml,QmdzN9WrQbXxiNvczbU723PRVMDaj5ikp5tExooY9bP2TQ
65536,1,75,0,1,216.087890625,216.017578125,sphinxext-opengraph,QmPbMiR8Z66TCfUiWmjTLS4kD7MgrXL3mj95combTACnex
65536,1,75,0,1,216.087890625,216.017578125,standard-aifc,QmTzfiLDVtBbDWYvNZBRyKuk63p4f9qGDbDSmM8tDFVccW
65536,1,76,0,1,216.087890625,216.017578125,standard-chunk,QmTiT8NW3rwMNctJ9JAYwVi7Js5b5ZWh9Sg1PazNXpvcVs
65536,1,75,0,1,216.087890625,216.017578125,standard-sunau,QmXkrvkdUx2wgtAbYe4HdpEwJ4dxheGUVDEJoYjRM3yG6K
131072,2,153,1,1,454.671875,454.6015625,grpcio,QmT5cLvUN5jP3ZGx244a1DNPiHMVQ81AtqSbe9F2hA1Paf
65536,2,75,0,1,216.087890625,216.017578125,markdown,QmYsugqC2CBxvGorq8S3g5hrvPS7otS7f4zXsfyHcj8hYe
65536,2,75,0,1,216.087890625,216.017578125,tensorboard-data-server,QmUfcGHNKSDa62NE482D8xLMtnEU7Fe7VzKbYXj4RQJZwK
262144,1,661,9,1,2671.94921875,2671.87890625,tensorboard,QmcRL3qB1kkSacVtgyhA5cVa2D2H2biDQLa8seQ9EtYhZR
65536,1,31,0,1,216.087890625,216.017578125,text-unidecode,QmdgBJeESXhrhDDegM65auKQFcrzkQ79CA626Aq4b2nHcn
65536,1,76,0,1,216.087890625,216.017578125,textdistance,QmSVXjd5Dj62qCMY3xBU2LPoTHwNU3764nWoEDHpLLNYeU
131072,1,529,2,1,1569.029296875,1568.958984375,tiktoken,QmPsdjYC5iePsq1ZFbRn3rmsjJy6kwXovUXiPiqrTc4eCU
65536,1,76,0,1,216.087890625,216.017578125,tomli,QmTJN5XtS9nh5eiDTuSxFrbUqwcpZYpaQAvhBP3eJqru38
65536,1,77,0,1,216.087890625,216.017578125,torch,QmQu67GYNhX2hRsN364KTZCQmeMDLcn2iK9Aq7URKEdgp9
65536,1,75,0,1,216.087890625,216.017578125,torch,QmPpb4fW5dmxVGFw3XZaeL2oSS97CcqWhZdbKrfFyPNhUZ
65536,1,75,0,1,216.087890625,216.017578125,torch,QmPJz4A9n3PgSXwyoS23VfZS2SJ7VN2HhSifTgdoj37xBj
65536,1,76,0,1,216.087890625,216.017578125,triton,QmWrk7jkZ1AiiFjF88mrLYjhnonib49sKkp2uBMRT1b2pK
65536,1,76,0,1,216.087890625,216.017578125,waitress,QmezVcup6QTa8BGhVvjmvoRCVQ86zBxGWSyZ6T7UVG7ywT
131072,1,231,1,1,693.255859375,693.185546875,watchfiles,QmaogAfFgbrQiUzunfV6KnXZeTPxHSkdqGCAw6FVRnvKbv
65536,2,75,0,1,216.087890625,216.017578125,braceexpand,QmdUzv5BrfcNyiud9wRb15xPiW5WwbraZH9u89yzGgLy6M
131072,1,227,2,1,670.755859375,670.685546875,webdataset,QmNfMMndmCQp1M6N3R42ieEr1MgvghLR2krA1VW39dfFJq
65536,1,75,0,1,216.087890625,216.017578125,websockets,QmNwHZ3qZhW3393WSvTudLciLMcLYULsyUj4anA2NAhz5w
65536,1,76,0,1,216.087890625,216.017578125,wget,QmNnHKHGRHz2X3WuHLGEmRrj27QiPsYnsYTYc8H7n72KaL
65536,2,75,0,1,216.087890625,216.017578125,indic-numtowords,QmQPpcCBstFBj6P1YKDK4yzbKrNEPMxyyGbG9s8NUQtZzX
131072,1,300,3,1,886.83984375,886.76953125,whisper-normalizer,QmV6Tu95qiBFE1r4FCABGExdbAxTS4iojbdxzXCtYHV3g3
1048576,0,76,48,1,218.056640625,217.986328125,Batch-L0-3,QmTWqFzNCQPyV214oatAxePrWmKqJ98TNnRMriEss2vVey
131072,0,303,3,0,892.2978515625,892.2275390625,nemo,QmZo1tnAekguEsawiT7xzf2XJdtbVz4tNHJKM6hSPdLD72
