total_cycles,user_cycles,depth,verify_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,comp_name,cid
131072,47382,7,78,1,1,1,218.056640625,217.986328125,aiosignal,QmPtZkz2q4noHYD6jC7VmTqX3q6v7DRPvJAjBwBHEtNjFU
65536,27779,8,78,0,2,0,216.087890625,216.017578125,multidict,QmQSDkqit5W4tP1kJju9svwzZHgdqGaJVM9Gd2Zhgv8QwX
65536,27779,8,78,0,2,0,216.087890625,216.017578125,propcache,QmYyHvk1k5t2ussaMWoEadMJrFBZB1GH4huAFmJd5Pm67P
131072,79310,7,78,3,1,3,218.056640625,217.986328125,yarl,QmQ3ng7Z463Sfrj8Hrtg1ga7VdNsTAQJFYmho2C4Wjk8wy
262144,137467,6,85,7,1,8,218.056640625,217.986328125,aiohttp,QmXp12oM9v9ViLKz2G9t1pMVVF2qhs8E1qFLgZWWE12UsV
131072,47571,5,77,1,5,9,218.056640625,217.986328125,fsspec,QmUtsnMTpoqWLDp7jq3pYxnH5yf28UZG4z16qBw1wujbjj
131072,47562,6,78,1,3,1,218.056640625,217.986328125,anyio,QmP8vvHnWTHprjsmSr1hW4nWgwHusiDZaUpMe71aqAePo4
131072,66704,6,78,2,1,2,218.056640625,217.986328125,httpcore,Qmf6YPQGooNLSwx9DvuVcSWq8menSgTvfJ4oThU7SsD39S
262144,99043,5,78,4,2,5,218.056640625,217.986328125,httpx,QmayTQBGtxRLmFTTdajgDhkNVXtVDGUbn9YMZ6qKKsu9fd
65536,27786,6,77,0,2,0,216.087890625,216.017578125,annotated-doc,QmQNqZfNY4BPpKBf8nhWoVLWeLvemnsreWqBMdhGnt7FBK
131072,47167,6,76,1,2,1,218.056640625,217.986328125,rich,QmeZDgYpEntFc5zdJPDvzPxJiyEGW3LgjLs6fpV4YenERW
65536,27991,6,77,0,1,0,216.087890625,216.017578125,shellingham,Qmf3UMKXzg4uJYxhMuLJHvkx8qMoY2iJYKB1X24f7vDJXB
262144,99043,5,77,4,3,5,218.056640625,217.986328125,typer,QmciubSYwFzmWJHqunAkz7u7Ch37e9gaDUzzEtEV8rbsem
262144,156812,4,77,8,7,26,218.056640625,217.986328125,huggingface-hub,QmVmDt2fi9T44sJLsxFUSy6t9C3v7pXeh5qkvoERjAdK2g
65536,28015,2,77,0,3,0,216.087890625,216.017578125,opencv-python-headless,QmdfSG4xmSENxtkufXsPVwVjQEu7LaEvWWEXCSaEDhsWTp
65536,27786,2,77,0,2,0,216.087890625,216.017578125,sentencepiece,Qma3o2hE6DHpbF3a5vWJ84S68FRWX1cPNv7dAtx91zRHUR
262144,111882,1,79,5,1,32,218.056640625,217.986328125,mistral-common,QmUsFtthJbMVfxTTW6iNrPpURZ5SMfJmMxSjb5UwnGjcSR
262144,111872,1,82,5,1,32,218.056640625,217.986328125,mistral-common,QmPaPFkD9drXpviDVkMQY8o8VPW39obWDNwyn4fPYDvv93
65536,27991,1,81,0,1,0,216.087890625,216.017578125,myst-parser,QmSK3ARqx17nLjE3LXNdW5knhPQak1Z9z7BTmQcJPXk8MA
65536,27991,1,83,0,1,0,216.087890625,216.017578125,myst-parser,QmabwWKkf26tfy7eSToYLaKBsmqHmdPtqBJ45EKBkQE2nh
65536,27792,4,78,0,2,0,216.087890625,216.017578125,dill,QmNc9aFp9m8pj9Lfp4hc2FiKrtnemP797182sgK3JLroFE
131072,47400,3,79,1,1,1,218.056640625,217.986328125,multiprocess,QmYjF55kfZLbpLfcTgHhrySY8k59wJXxgGjPxDFLV9JSQL
65536,27607,5,77,0,1,0,216.087890625,216.017578125,pytz,QmWE7Tu6ZZPYfXaE3vS6GfpXj77iXUJsG6YgmpkVLCMKwQ
65536,27982,5,77,0,1,0,216.087890625,216.017578125,tzdata,QmSuC4jpU2KjdRjPdhwRGRPEh1KZmE1CSSxRTY9XXs6Zjw
131072,79705,4,78,3,6,4,218.056640625,217.986328125,pandas,QmSi8QNXUCm8sJagNEZNmozbhpai2KtfdVRVFbqrvCK6sW
65536,27992,3,78,0,2,0,216.087890625,216.017578125,pyarrow,QmdFVovZ3cLVnSuxNgt1ya74K6bTfZhquNfcEUyjAVTcMn
65536,27972,3,77,0,1,0,216.087890625,216.017578125,xxhash,QmYSdP9wMUmNujWHbGPZ7R2suyWFiGJgpYHWEUEbVeTxNk
524288,220560,2,79,13,1,39,218.056640625,217.986328125,datasets,QmQ4Ye53uenpw3ASTnJs28wMLoL7xV3X29iSzL14JdELwA
131072,47571,2,85,1,1,1,218.056640625,217.986328125,flashoptim,QmeY8wWsFpgwY2DHPHW3H3fcxEZLPUfNfXDUWs8UdK1kks
65536,27972,3,78,0,1,0,216.087890625,216.017578125,einops,QmX44YH274kmrzcNivSfGczYtu8CVYMwZ8xNrjagUtAUbD
131072,66749,2,78,2,1,2,218.056640625,217.986328125,megatron-fsdp,QmR1Zryywq8P5133ZHxbhksxbdmps2AsWxU5AT9tLzDjtJ
131072,47167,4,79,1,1,1,218.056640625,217.986328125,mako,QmXNuafB2yf4yc1KfBiibzkmmE7uPiQXHfb5nMah5g7V8k
131072,47581,4,78,1,3,1,218.056640625,217.986328125,sqlalchemy,QmTGW2CFgzbxF7Phu8USPcnPno3U7k9WH1xz1sXWJFSej3
131072,79725,3,78,3,2,4,218.056640625,217.986328125,alembic,QmbWcDxkD4yWAsozDYn713QYhotKE9XaeG9iZdhmYDhRCr
131072,66909,3,78,2,2,5,218.056640625,217.986328125,docker,QmeqhjZ8EMmWNZ6TRqi7ayf4a1KdqEnN8qBUFKwsSEbAnC
262144,124526,3,78,6,1,6,218.056640625,217.986328125,flask,QmT7GU77mW4m75JGp8dexFkoJ15iKxrcweQSJism77jTpX
65536,27809,5,77,0,2,0,216.087890625,216.017578125,graphql-core,QmQHeDSUcUUZcxTtwwwyNyidjYaPadwmpvB9eDe7Zzx8ao
131072,47389,4,78,1,1,1,218.056640625,217.986328125,graphql-relay,QmZGASE8dmT8sBFi7TGJw6fxCZysdRPdvVEJRXvJnPRJ6N
262144,98838,3,78,4,1,5,218.056640625,217.986328125,graphene,QmTPbXGCCccVgPqKMtYR3gX2Y1VXUTjBGJfRpXNWcK3VxG
65536,27981,4,77,0,2,0,216.087890625,216.017578125,cachetools,QmaGUWabxeow4GQFHXCpAxn2uVShJPE24BzBGCfRVpTnRp
65536,27991,4,77,0,1,0,216.087890625,216.017578125,cloudpickle,QmZNRdTd8shgh4B8W5LWRtf1DKmz4aUvqRGHp2VzB6pse9
65536,27594,6,76,0,3,0,216.087890625,216.017578125,cryptography,QmYWNJVo6ogjLbdSaksR1xXFHykLporLfPV7gutTmz9kAD
65536,27972,7,76,0,1,0,216.087890625,216.017578125,pyasn1,QmYkA12oVxDPQdp1XUJx6NWFcuX11sk5uhDGNTvZ7J7Syi
131072,47579,6,79,1,1,1,218.056640625,217.986328125,pyasn1-modules,QmNoHP4FZxTUeTrewYNBqkgJTApUivdCXfXcWUUbK5Uzeg
131072,66938,5,79,2,1,3,218.056640625,217.986328125,google-auth,QmW2hGLYrcBo3Nj4EGPLYfQypAikhJLfPW1QPYef5BzcEB
65536,27586,5,77,0,6,0,216.087890625,216.017578125,protobuf,QmSEWBQo17FnaawCspucHhngM6fzCVXcGvBf36Jearn8DW
131072,79742,4,78,3,2,10,218.056640625,217.986328125,databricks-sdk,QmT8ML1uBc9SvSXs3c3NKRWiTZwzqgk3CfRFSk8XsGYFjr
65536,27999,6,77,0,1,0,216.087890625,216.017578125,annotated-types,QmeqrdhhU2yDVyzAGodCnqYHSXt1md1byPgJ9KVMV6XpaN
131072,47579,6,79,1,1,1,218.056640625,217.986328125,pydantic-core,QmRhwbVvstGMJg1hqaX2PQuGdpXAnoTYRM9kbW2hRwuL8o
131072,47398,6,77,1,2,1,218.056640625,217.986328125,typing-inspection,QmSnMZCW3eh7o7VdnyfjGbZ4eQz9f2qZvFMyDRtpZLD7Rs
262144,98657,5,76,4,6,4,218.056640625,217.986328125,pydantic,QmeepkTTGDbnNtVsJosjaUGN3KwqsyMivfceZvaYBKZCuA
131072,47382,5,76,1,1,2,218.056640625,217.986328125,starlette,QmbJkjJn2jAjjT4jrtxn5U8ryRQWHysyzdjFmDDpmzURWb
262144,111694,4,76,5,1,9,218.056640625,217.986328125,fastapi,Qme5vxwJmzNW1ej9TWQd9zauXWQASrED6gj9acVcaAebp3
65536,27769,6,76,0,1,0,216.087890625,216.017578125,smmap,QmebtnzjBeEFjKykbVPUdB6Qrmcdkk3tdqTdZyZ4LSUFfE
131072,47562,5,77,1,1,1,218.056640625,217.986328125,gitdb,QmWbqbKk7KE3VXmKFdcRySqjehTxMdgfGUMQUuYR8mNHvt
131072,47571,4,77,1,2,2,218.056640625,217.986328125,gitpython,QmWmEBsTkLgC77qAzxsJttpVGfDBQU5hFVYyAubzeRnm9J
65536,27577,8,77,0,1,0,216.087890625,216.017578125,zipp,QmauXo8Zi9FBFsiq8seyR6ZAC7wHUt8Y8J3XKqb8BEUc12
131072,47587,7,77,1,3,1,218.056640625,217.986328125,importlib-metadata,QmewzqfsMcmLRmKXU4hUYhBMoJZhgraSVeb8Bg2Mnd18vF
131072,66934,6,78,2,4,3,218.056640625,217.986328125,opentelemetry-api,Qmf5usyJEjWoYy9kkXa241MBDyvACF7gNf3uiePzBQxtXu
131072,66978,5,76,2,1,4,218.056640625,217.986328125,opentelemetry-semantic-conventions,Qmb1xdxb5YsCx7YZ4NJivJZVGkLUtJCBFyLzfFrBwHXDgm
131072,79730,4,76,3,2,5,218.056640625,217.986328125,opentelemetry-sdk,QmVM85QHP4TYVG1VNXkegNmELw3MNer3oYvuapwDa9h4d8
65536,27767,4,76,0,1,0,216.087890625,216.017578125,sqlparse,Qmcpm2JpAtRkbmMoB8xRMxoRYSXEJLCyyue7TEe9jtXz5u
131072,66929,4,77,2,1,2,218.056640625,217.986328125,uvicorn,Qmdf8y58iWW29GLuXkbRCKYDr4oKFNmfJHg9naaaqvVpCB
524288,278558,3,78,17,1,36,218.056640625,217.986328125,mlflow-skinny,QmSoC1S2bp9EXKeieRwaYjWeumKCBzdeDy52ybd21Wo8ev
262144,137464,3,78,7,1,23,218.056640625,217.986328125,mlflow-tracing,QmQwtEhFKeNLqQSXLnCMTH65eQEQjp4dohEVTAe7ctWQdT
262144,182377,2,77,10,1,63,218.056640625,217.986328125,mlflow,QmfNNb7zYRgGPExUUHcCpNvm2q8CK5byEJeZHfq5qHNBNt
65536,27767,2,77,0,1,0,216.087890625,216.017578125,pybind11,QmWUAuS43XhHdELC9AvfmBDGmNFTDDTFwPL3dG7YnHAkNM
65536,27992,2,77,0,1,0,216.087890625,216.017578125,torchao,QmWBcjh6htxNYFLHwpgEG43FazCfu1H7Yc1rrkqP13kqZN
131072,66918,2,77,2,1,5,218.056640625,217.986328125,torchdata,QmPM88S8TbhrNQEsbPESAsU7cdDfUkUVvKYUkavXBjD1bP
65536,27767,3,77,0,6,0,216.087890625,216.017578125,regex,QmRXeiRJaC6HPgbgK9FS2Ha33nByw6xXtiU2aLfpuEizuj
65536,27991,3,77,0,3,0,216.087890625,216.017578125,safetensors,QmevARSU4S3u8EwZwmXYEhtZgidFiqaUuCMjbgqJTmTu59
131072,47581,3,79,1,1,27,218.056640625,217.986328125,tokenizers,QmdH633NdqwMQggeehxR5XgWn9Y8guM1BhESZ4AioGU9QM
262144,156622,2,77,8,2,30,218.056640625,217.986328125,transformers,Qmb1zdqNxmuPZt4yMNKHTWvsCFmndF6BWArkYmbv6uaoWV
131072,66928,3,77,2,1,2,218.056640625,217.986328125,sentry-sdk,QmQH7fuP4As29HL5jrip3CYccid5e3gRoRgN5R4ankGPxY
262144,182377,2,78,10,1,19,218.056640625,217.986328125,wandb,QmSF4queoYwfiwi9xcvZiUQVwVzJTpk1hLwNCd8sjnq7uh
262144,194803,1,78,11,1,100,218.056640625,217.986328125,nemo-automodel,QmYq9DTNkxx265zTLFgWKWCbTAxURLdZ6EehZEiU7Lcn6L
65536,27981,2,77,0,1,0,216.087890625,216.017578125,catalogue,QmZfdLowuimG25BoggayAMPPzwiiouUQmfMY8ixEbxfjK8
65536,27769,4,76,0,1,0,216.087890625,216.017578125,wrapt,QmPw54Kar8477eX7UVvkqfFMihxfq57g4NkGts7uQDSnf5
131072,47571,3,76,1,1,1,218.056640625,217.986328125,deprecated,QmUmPmegvNaPs5h3ZcWoPaUpWieWpsusJ2QLBzbCjPN8hM
65536,27972,4,76,0,2,0,216.087890625,216.017578125,invoke,QmRvUFSfzg8AiYFjkXLG8F13iJf6Q2ZCN3fiLeZYAShb7S
65536,27972,4,76,0,1,0,216.087890625,216.017578125,bcrypt,QmVD27CtwVtsDPfF3ZCtjmVaEyQ6fehLnvWYutSdwYrZvG
65536,27972,4,77,0,1,0,216.087890625,216.017578125,pynacl,QmQQj93mTvVn6pTy5oDnNCcEQvnFsoTtEWw9v1LcPabNWn
