total_cycles,user_cycles,depth,verify_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,comp_name,cid
262144,156795,2,77,8,1,20,218.056640625,217.986328125,openai,QmcrxDLKSdVGMALPtwicZXxiGTpicqYpJmA3MDY7EH62ZA
65536,27779,2,77,0,1,0,216.087890625,216.017578125,termcolor,Qmf3DigwEHMPZMkkoq2DTqkimBTz6NG4YYobHXU6i5zkRU
65536,27779,3,77,0,2,0,216.087890625,216.017578125,regex,QmeiGwpYPhDGLVYw91ty9EMJutkxhW3ttr6T44JgwEU5VH
131072,66523,2,77,2,1,6,218.056640625,217.986328125,tiktoken,QmV7scYUV64R3FiuLcYe2KVAVipXFoRo2aSxvA6BLM1fhy
262144,182402,1,76,10,1,34,218.056640625,217.986328125,autogen-agentchat,QmPAowzR8Vt9tZAmyF4wvbP6vdGegfn9wvbUmje9kJ53Pe
131072,66928,3,76,2,9,6,218.056640625,217.986328125,azure-core,QmYXEJNwS57i7BgefvoaJAYiRSphCCwyRw6V7U3nu4NVQy
65536,27982,3,77,0,7,0,216.087890625,216.017578125,isodate,QmX9ebnzN1PQzCoH4Q13pmkfRbP2SkVMtkusgxjAzNop8S
131072,79750,1,78,3,1,8,218.056640625,217.986328125,azure-ai-inference,QmPALAP4Mhu9rCcE8DempKwwKCdmTk5o5y4u1AMWPa8YSm
131072,79560,2,78,3,1,8,218.056640625,217.986328125,azure-ai-agents,QmXpfkeUHBC3ZwbU4QXcEAHZX6M3AshHkZJt8XuFtPVae3
262144,99088,2,77,4,1,11,218.056640625,217.986328125,azure-storage-blob,QmPozfwkMdYiSBzNa3q89NY7PHLYN38XktGov9i71DMRaA
262144,111743,1,78,5,1,13,218.056640625,217.986328125,azure-ai-projects,QmUDdz1vTXSHXvcKGKDwJMA5kGKKMVGmYW4DunWY7YSjVY
131072,66934,5,77,2,7,3,218.056640625,217.986328125,opentelemetry-api,QmVGdKinxDBUf6cWGBdpVLQcGDWkv3oGaDiEBf9gsHAX8o
131072,66586,1,78,2,1,10,218.056640625,217.986328125,azure-core-tracing-opentelemetry,QmfX2Sz8u3bdTVSFUfNiDPRkThi1ebgUgW314d1MZPiSwt
131072,66531,1,77,2,1,7,218.056640625,217.986328125,azure-cosmos,QmRuaezbkRPv7Qr4hzQ5bykeN7pbyKH3oAPQ2t7xwMwczZ
131072,47562,4,78,1,3,4,218.056640625,217.986328125,pyjwt,QmYCYnJiKiKGLKVQngefh3EqVrGXyU6h5ZhYuZbkxbjFmc
131072,79310,3,77,3,2,10,218.056640625,217.986328125,msal,QmPYnq5jVB8Q3iLwHJqPNF2ub3VTVqEsSzj7odCwexdx45
131072,47589,2,77,1,1,11,218.056640625,217.986328125,msal-extensions,QmbRbtm4Ys8i1aRjpfV3mehB6gJfrMRdmLF6hRPNppmaYT
262144,111882,1,76,5,1,13,218.056640625,217.986328125,azure-identity,QmZ8hFtjqzWw2hfoNghQvuK3KMuccdaCBB8VcFwLUZbiYr
65536,27594,2,77,0,1,0,216.087890625,216.017578125,azure-common,QmRsELzwtRj2uzjvzw7Ro2vWXVLCo6Fvj2rUsnqAF6cgXj
262144,98691,1,86,4,1,9,218.056640625,217.986328125,azure-search-documents,Qma7SrvbtU6iQ5rKrAQi7bLvKRgU1Kt7NPR2abR4re9pb3
65536,27767,4,77,0,2,0,216.087890625,216.017578125,jmespath,QmWE2CHDcVpDuUyGaHmaZKATWm1XR7R9jMH563TMennWrt
131072,79560,3,77,3,2,4,218.056640625,217.986328125,botocore,QmYQdM74ehj7gbyLPkX5gYajHLA3v4NUCbN34ERotZvNCw
