cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
131072,3,27465,1,19781.51953125,19781.44921875,0
262144,2,55129,12,50501.212890625,50501.142578125,0
1048576,1,191652,32,117253.052734375,117252.982421875,0
131072,0,57185,1,117491.63671875,117491.56640625,0
