cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
262144,5,46027,5,23828.53125,23828.4609375,0
262144,4,51426,5,37095.736328125,37095.666015625,0
131072,3,31232,1,37334.3203125,37334.25,0
262144,2,54250,11,44963.36328125,44963.29296875,0
524288,1,110653,30,105504.2265625,105504.15625,0
131072,0,53134,1,105742.810546875,105742.740234375,0
