cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
262144,2,54797,11,44963.36328125,44963.29296875,0
524288,1,110922,30,105504.2265625,105504.15625,0
131072,0,52972,1,105742.810546875,105742.740234375,0
