cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
262144,4,47589,4,19542.935546875,19542.865234375,0
131072,3,26584,1,19781.51953125,19781.44921875,0
262144,2,49696,11,27410.5625,27410.4921875,0
524288,1,99299,30,70398.625,70398.5546875,0
131072,0,42067,1,70637.208984375,70637.138671875,0
