total_cycles,user_cycles,segments,depth,pure_prove_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,compression_duration,guest_io_read,guest_dependency_check,guest_severity_check,guest_merkle_io_read,guest_merkle_check,comp_name,cid
65536,27966,1,5,11247,0,2,0,216.087890625,216.017578125,0,11819,105,85,6137,443,mime-db,Qmb8SfHpvuQwVcAPQUYwn8vvExWXdfo7f7U13d9ZnwXmFF
131072,66928,1,4,0,2,5,2,218.056640625,217.986328125,107733,22981,14593,85,17627,2109,mime-types,QmPQSHNWv9RJXP3v93JnL8W3JXSYiwGvh755UyedVeoZv9
131072,66700,1,4,0,2,5,2,218.056640625,217.986328125,108327,22779,14567,85,17627,2109,mime-types,QmUnZSftPYBaGy1vx9XGvHEaq6wKAQEii4bM6wPXofHa7Z
131072,79728,1,2,0,3,1,5,218.056640625,217.986328125,108720,28538,21836,85,17627,2109,accepts,QmZzYzRszN49LQkUYBWmdbuRyAZ7HbuAQyYgy9T2tzrdeL
65536,27783,1,4,11315,0,3,0,216.087890625,216.017578125,0,11636,105,85,6137,443,content-type,QmQjDtDfwLoPhiXZYdYsumRqDyQvktwgGL7fZKs2Jy1dD8
65536,27745,1,5,10673,0,3,0,216.087890625,216.017578125,0,11598,105,85,6137,443,ms,QmYZXjD4Zm5QUJz7i9yTepCiaY3FPpfVCpnshhb7aGB9hx
131072,66905,1,4,0,2,5,2,218.056640625,217.986328125,109626,22984,14567,85,17627,2109,debug,QmQ46uS93SHMqAeb6nWtxpadqE9C3ir6Cm8oDzoRQLa82r
131072,66905,1,4,0,2,5,2,218.056640625,217.986328125,107388,22984,14567,85,17627,2109,debug,Qma9D1Zp143nbeAMTPX1vskXuPY7HrknpvDGpgCSwENz1F
65536,27956,1,3,11255,0,1,0,216.087890625,216.017578125,0,11809,105,85,6137,443,destroy,QmZj4EmafxFctiXUDAjGTjpCzv8ovs4eu3bfZUqoMvMTPv
131072,47568,1,4,0,1,2,1,218.056640625,217.986328125,72810,17415,7350,85,11914,1280,iconv-lite,QmYtnQTMxwm7QXZvDamPj5gsRwv1gpA19VVWBNjZdPsmkT
262144,98864,1,3,0,4,1,10,218.056640625,217.986328125,165127,33889,29079,85,23340,2938,raw-body,QmcesHGtgqNzwTiXSRqePZWdufLF1Xa315gmMLmmztoRiv
65536,27965,1,4,11165,0,2,0,216.087890625,216.017578125,0,11818,105,85,6137,443,media-typer,QmSUGH3USuzAxvGKrMg4TKMPLfbfB3VTKe5xu4BNg8yrMP
262144,99089,1,3,0,4,2,6,218.056640625,217.986328125,163025,34114,29079,85,23340,2938,type-is,QmQHxRhjfk5kCto3cigczyxBkyRYqjW4fPh6ggYqNcvQhL
262144,124713,1,3,0,6,2,8,218.056640625,217.986328125,235595,45236,43565,85,23340,2938,type-is,QmQqaUJxfKq5vYpJW7Y7vCiH9uWk3i8FMvLXN1bMm9TbNf
524288,246571,1,2,0,15,1,47,218.056640625,217.986328125,461864,95349,108752,85,29053,3767,body-parser,QmYmzaRVf1Sn6SniBdpvBB43esJ7BEskKCpV59HdPQP3sS
262144,137349,1,2,0,7,1,10,218.056640625,217.986328125,248983,50629,50808,85,23340,2938,finalhandler,QmZnqc53tmzDXhv18Ff8yd6r2UQeX5rfAj7tetuu4SX6Gw
262144,124432,1,2,0,6,1,8,218.056640625,217.986328125,233303,45033,43487,85,23340,2938,router,QmPCuF9WLgWGK8dyHg4gS7axDUbw3CUJXrM2oap5nfW5uL
524288,233553,1,3,0,14,2,21,218.056640625,217.986328125,484085,89574,101509,85,29053,3767,send,QmQ5sxJeWhjK4ZqXbCp32FxDexnCuQEsjKggtBqo6RNFqg
1048576,477405,1,1,0,32,1,72,218.056640625,217.986328125,1000120,189952,231883,85,40479,5425,express,QmWCmicUU8TRexkaJGPBbzSdiRpccDt6tzTJwQUKEXmXqs
131072,47323,1,0,0,1,0,73,218.056640625,217.986328125,55802,17183,7337,85,11914,1280,express,QmcaaYnS2VHo66csHGeZZ4KdVPcNegr4VvfcLhouJ4eLmR
