total_cycles,user_cycles,segments,depth,pure_prove_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,compression_duration,guest_io_read,guest_dependency_check,guest_severity_check,guest_merkle_io_read,guest_merkle_check,comp_name,cid
131072,66881,1,9,0,2,1,6,218.056640625,217.986328125,73798,22960,14567,85,17627,2109,get-proto,QmSHGdCTnPiguWKq64Dok6DPYvZnsVTPtZqyAx6o9xgSKA
262144,182390,1,8,0,10,3,11,218.056640625,217.986328125,341632,67529,72407,85,29053,3767,get-intrinsic,QmV7D953Sg66H6eUQBHs6N6ATyHLGqhFSHvHihbMNf9Tid
131072,66700,1,7,0,2,2,12,218.056640625,217.986328125,75609,22779,14567,85,17627,2109,call-bound,QmZFx3mD63NgnbkSTukajwKSKLYRUXNspYhNZW8vGb4tha
262144,98881,1,6,0,4,2,14,218.056640625,217.986328125,165399,33906,29079,85,23340,2938,side-channel-map,QmYkKwPmxbo1HW5wZ3r6bKgeiB3NfZKE1a24UVxAUXVtAV
262144,111731,1,4,0,5,1,17,218.056640625,217.986328125,182044,39497,36322,85,23340,2938,side-channel,QmQcdAbCs2Pmx5X4baCfWq4ebooVVpNPZVp9gUR3Z4nM9a
131072,47372,1,3,0,1,2,18,218.056640625,217.986328125,56158,17219,7350,85,11914,1280,qs,QmTfCnPL9yHQ1kDMuNUZDJkx5FVsEwpZjwcNZEQ1wH1NQR
262144,169691,1,2,0,9,1,39,218.056640625,217.986328125,252364,61943,65294,85,29053,3767,body-parser,QmdGiv5Qcj2aWmPoQiZKCNo3afq7jimSttYLX7hzyw12tB
524288,419627,1,1,0,28,1,64,218.056640625,217.986328125,839406,167688,202911,85,34766,4596,express,QmQPSGXSZ9RhKnF7GVwumYuNC9B5yimY6Jsi8t6mCJVdAt
131072,47323,1,0,0,1,0,65,218.056640625,217.986328125,57106,17183,7337,85,11914,1280,express,QmU9DxRt5TmkfaNwXWpxEubuBzQ8kugodWMm84Gospmv6W
