cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
65536,3,11864,0,216.087890625,216.017578125,0
65536,3,10193,0,216.087890625,216.017578125,0
131072,2,21342,2,670.755859375,670.685546875,0
65536,2,11042,0,216.087890625,216.017578125,0
65536,4,10746,0,216.087890625,216.017578125,0
131072,3,20890,1,454.671875,454.6015625,0
65536,3,10546,0,216.087890625,216.017578125,0
131072,2,21827,2,909.33984375,909.26953125,0
65536,2,10686,0,216.087890625,216.017578125,0
131072,2,20801,1,454.671875,454.6015625,0
131072,2,20926,1,693.255859375,693.185546875,0
131072,2,21279,2,1364.0078125,1363.9375,0
262144,1,42878,7,4774.205078125,4774.134765625,0
131072,3,21955,1,454.671875,454.6015625,0
65536,3,11075,0,216.087890625,216.017578125,0
131072,2,21342,3,1125.423828125,1125.353515625,0
65536,2,11151,0,216.087890625,216.017578125,0
65536,2,10584,0,216.087890625,216.017578125,0
65536,3,10413,0,216.087890625,216.017578125,0
65536,4,10931,0,216.087890625,216.017578125,0
65536,4,11187,0,216.087890625,216.017578125,0
131072,3,20093,2,670.755859375,670.685546875,0
65536,4,10769,0,216.087890625,216.017578125,0
131072,3,20056,2,670.755859375,670.685546875,0
262144,2,40645,5,3149.1171875,3149.046875,0
65536,2,10865,0,216.087890625,216.017578125,0
65536,3,10793,0,216.087890625,216.017578125,0
131072,3,21674,1,454.671875,454.6015625,0
131072,3,20787,1,454.671875,454.6015625,0
262144,2,39552,4,1591.529296875,1591.458984375,0
65536,2,11278,0,216.087890625,216.017578125,0
262144,1,42010,8,7196.50390625,7196.43359375,0
65536,2,11198,0,216.087890625,216.017578125,0
65536,3,10325,0,216.087890625,216.017578125,0
65536,4,10563,0,216.087890625,216.017578125,0
65536,4,11169,0,216.087890625,216.017578125,0
262144,3,39115,4,1114.361328125,1114.291015625,0
131072,2,21769,3,1785.11328125,1785.04296875,0
65536,3,10972,0,216.087890625,216.017578125,0
131072,2,20065,1,454.671875,454.6015625,0
65536,4,10241,0,216.087890625,216.017578125,0
131072,3,20375,1,454.671875,454.6015625,0
262144,2,41456,8,7435.087890625,7435.017578125,0
65536,2,10836,0,216.087890625,216.017578125,0
65536,2,11189,0,216.087890625,216.017578125,0
65536,2,10636,0,216.087890625,216.017578125,0
65536,3,10851,0,216.087890625,216.017578125,0
131072,2,21494,2,1569.029296875,1568.958984375,0
262144,1,44228,10,14165.857421875,14165.787109375,0
131072,2,22004,2,1569.029296875,1568.958984375,0
65536,2,10612,0,216.087890625,216.017578125,0
131072,1,21737,3,2239.78125,2239.7109375,0
131072,2,20921,3,2239.78125,2239.7109375,0
262144,2,39773,4,3160.5546875,3160.484375,0
262144,1,41228,5,7651.546875,7651.4765625,0
65536,4,11262,0,216.087890625,216.017578125,0
131072,3,20707,1,454.671875,454.6015625,0
131072,2,21167,2,909.33984375,909.26953125,0
131072,1,21971,2,2716.94921875,2716.87890625,0
131072,1,21456,2,2023.697265625,2023.626953125,0
131072,4,20687,1,1147.923828125,1147.853515625,0
131072,3,22241,3,3410.201171875,3410.130859375,0
131072,2,22793,1,3648.78515625,3648.71484375,0
262144,1,42816,5,10003.44921875,10003.37890625,0
65536,2,11037,0,216.087890625,216.017578125,0
262144,1,39472,4,2467.302734375,2467.232421875,0
65536,3,11211,0,216.087890625,216.017578125,0
65536,4,10893,0,216.087890625,216.017578125,0
131072,3,20790,1,454.671875,454.6015625,0
131072,2,20904,3,1125.423828125,1125.353515625,0
131072,2,20723,1,1364.0078125,1363.9375,0
131072,1,21232,3,2944.095703125,2944.025390625,0
65536,2,11027,0,216.087890625,216.017578125,0
65536,3,10835,0,216.087890625,216.017578125,0
65536,3,10656,0,216.087890625,216.017578125,0
262144,2,39522,5,1569.029296875,1568.958984375,0
131072,2,21085,1,454.671875,454.6015625,0
65536,2,11063,0,216.087890625,216.017578125,0
65536,3,11023,0,216.087890625,216.017578125,0
65536,5,10957,0,216.087890625,216.017578125,0
131072,4,20964,3,886.83984375,886.76953125,0
131072,3,20423,1,1125.423828125,1125.353515625,0
262144,2,40215,4,2694.44921875,2694.37890625,0
65536,3,10454,0,216.087890625,216.017578125,0
65536,3,10927,0,216.087890625,216.017578125,0
65536,4,10613,0,216.087890625,216.017578125,0
131072,3,21094,2,1569.029296875,1568.958984375,0
65536,3,10563,0,216.087890625,216.017578125,0
262144,2,40623,9,4684.580078125,4684.509765625,0
65536,2,10832,0,216.087890625,216.017578125,0
65536,5,11037,0,216.087890625,216.017578125,0
131072,4,20516,1,454.671875,454.6015625,0
131072,3,20875,1,693.255859375,693.185546875,0
65536,3,10621,0,216.087890625,216.017578125,0
65536,3,10552,0,216.087890625,216.017578125,0
65536,4,11161,0,216.087890625,216.017578125,0
131072,3,20709,1,454.671875,454.6015625,0
262144,2,40416,6,2262.28125,2262.2109375,0
131072,3,21222,2,909.33984375,909.26953125,0
131072,4,21089,1,454.671875,454.6015625,0
131072,3,20531,1,693.255859375,693.185546875,0
131072,4,21071,2,1364.0078125,1363.9375,0
131072,3,21316,3,2728.01171875,2727.94140625,0
262144,2,41126,7,6615.376953125,6615.306640625,0
65536,2,11042,0,216.087890625,216.017578125,0
65536,2,10922,0,216.087890625,216.017578125,0
65536,3,10917,0,216.087890625,216.017578125,0
262144,2,38966,5,2467.302734375,2467.232421875,0
65536,2,11056,0,216.087890625,216.017578125,0
131072,2,20824,1,454.671875,454.6015625,0
65536,4,10774,0,216.087890625,216.017578125,0
131072,3,20416,1,454.671875,454.6015625,0
65536,3,11331,0,216.087890625,216.017578125,0
131072,2,20807,2,909.33984375,909.26953125,0
65536,2,10337,0,216.087890625,216.017578125,0
65536,4,10596,0,216.087890625,216.017578125,0
65536,4,10818,0,216.087890625,216.017578125,0
65536,4,10843,0,216.087890625,216.017578125,0
262144,3,40905,8,3115.5546875,3115.484375,0
131072,2,21724,1,3354.138671875,3354.068359375,0
65536,3,10760,0,216.087890625,216.017578125,0
131072,3,20636,1,454.671875,454.6015625,0
65536,3,10659,0,216.087890625,216.017578125,0
262144,2,39510,4,2046.197265625,2046.126953125,0
65536,3,11262,0,216.087890625,216.017578125,0
65536,3,10828,0,216.087890625,216.017578125,0
131072,3,20811,1,1364.0078125,1363.9375,0
65536,3,11011,0,216.087890625,216.017578125,0
262144,2,39885,10,3797.369140625,3797.298828125,0
524288,1,87907,27,42564.814453125,42564.744140625,0
131072,2,20857,1,454.671875,454.6015625,0
131072,1,19722,1,693.255859375,693.185546875,0
131072,1,20634,2,670.755859375,670.685546875,0
65536,5,11118,0,216.087890625,216.017578125,0
131072,4,20768,1,454.671875,454.6015625,0
131072,4,21043,1,454.671875,454.6015625,0
131072,3,21643,3,2057.259765625,2057.189453125,0
131072,3,21802,3,1818.67578125,1818.60546875,0
131072,3,20092,1,454.671875,454.6015625,0
262144,2,41700,7,7275.06640625,7274.99609375,0
131072,3,22998,2,9570.90625,9570.8359375,0
131072,3,20601,1,454.671875,454.6015625,0
262144,2,44498,7,21393.0234375,21392.953125,0
131072,3,20824,3,1818.67578125,1818.60546875,0
262144,2,42340,6,12526.435546875,12526.365234375,0
262144,2,46205,6,20938.35546875,20938.28515625,0
262144,2,41676,8,9935.94921875,9935.87890625,0
131072,2,20369,1,454.671875,454.6015625,0
524288,1,101698,13,77753.2265625,77753.15625,0
65536,2,10770,0,216.087890625,216.017578125,0
65536,2,11051,0,216.087890625,216.017578125,0
65536,2,10686,0,216.087890625,216.017578125,0
65536,3,11146,0,216.087890625,216.017578125,0
65536,4,11372,0,216.087890625,216.017578125,0
131072,3,21220,1,454.671875,454.6015625,0
65536,4,10521,0,216.087890625,216.017578125,0
131072,3,20975,1,454.671875,454.6015625,0
65536,4,10584,0,216.087890625,216.017578125,0
131072,3,20419,1,454.671875,454.6015625,0
65536,4,10802,0,216.087890625,216.017578125,0
131072,3,20053,1,454.671875,454.6015625,0
65536,4,11197,0,216.087890625,216.017578125,0
65536,4,10613,0,216.087890625,216.017578125,0
65536,4,11030,0,216.087890625,216.017578125,0
131072,3,20346,3,886.83984375,886.76953125,0
262144,2,40923,11,4490.62109375,4490.55078125,0
131072,3,19768,1,454.671875,454.6015625,0
262144,2,40492,11,4490.62109375,4490.55078125,0
262144,2,41506,10,4274.537109375,4274.466796875,0
65536,4,10879,0,216.087890625,216.017578125,0
131072,3,20899,2,670.755859375,670.685546875,0
131072,3,20181,1,693.255859375,693.185546875,0
65536,3,10571,0,216.087890625,216.017578125,0
262144,2,40072,5,2500.865234375,2500.794921875,0
65536,2,10573,0,216.087890625,216.017578125,0
65536,2,11011,0,216.087890625,216.017578125,0
524288,1,83101,15,19565.935546875,19565.865234375,0
65536,2,10869,0,216.087890625,216.017578125,0
131072,2,21417,3,2500.865234375,2500.794921875,0
65536,2,10691,0,216.087890625,216.017578125,0
131072,3,20652,2,1580.091796875,1580.021484375,0
131072,2,22085,2,2944.095703125,2944.025390625,0
524288,1,83138,14,22111.796875,22111.7265625,0
131072,3,21469,1,1830.11328125,1830.04296875,0
262144,2,41666,5,5229.248046875,5229.177734375,0
131072,1,22035,1,5467.83203125,5467.76171875,0
65536,1,10396,0,216.087890625,216.017578125,0
65536,2,10873,0,216.087890625,216.017578125,0
65536,2,10398,0,216.087890625,216.017578125,0
262144,2,40831,7,7275.06640625,7274.99609375,0
262144,1,43686,10,17460.658203125,17460.587890625,0
131072,2,20841,1,454.671875,454.6015625,0
131072,1,19654,1,693.255859375,693.185546875,0
65536,2,10641,0,216.087890625,216.017578125,0
65536,2,11036,0,216.087890625,216.017578125,0
65536,2,10537,0,216.087890625,216.017578125,0
262144,1,39365,5,1330.4453125,1330.375,0
65536,3,10760,0,216.087890625,216.017578125,0
131072,2,20126,2,670.755859375,670.685546875,0
65536,4,10243,0,216.087890625,216.017578125,0
131072,3,20314,1,454.671875,454.6015625,0
131072,2,21057,2,909.33984375,909.26953125,0
65536,2,10571,0,216.087890625,216.017578125,0
65536,3,10603,0,216.087890625,216.017578125,0
131072,2,20280,1,454.671875,454.6015625,0
65536,2,11030,0,216.087890625,216.017578125,0
131072,2,20245,1,454.671875,454.6015625,0
65536,4,10460,0,216.087890625,216.017578125,0
262144,3,39976,4,4047.390625,4047.3203125,0
262144,2,41240,4,7685.109375,7685.0390625,0
65536,2,10514,0,216.087890625,216.017578125,0
524288,1,83184,14,16667.21875,16667.1484375,0
131072,1,23140,2,4979.2265625,4979.15625,0
131072,1,21622,2,2716.94921875,2716.87890625,0
65536,3,10248,0,216.087890625,216.017578125,0
262144,2,40059,4,2683.38671875,2683.31640625,0
65536,2,10858,0,216.087890625,216.017578125,0
131072,3,20725,1,454.671875,454.6015625,0
131072,2,21217,3,4513.12109375,4513.05078125,0
65536,3,10941,0,216.087890625,216.017578125,0
262144,2,42324,4,10357.0546875,10356.984375,0
65536,2,10690,0,216.087890625,216.017578125,0
131072,2,19910,1,454.671875,454.6015625,0
262144,1,45376,8,21600.94140625,21600.87109375,0
131072,1,21034,2,1364.0078125,1363.9375,0
65536,4,10489,0,216.087890625,216.017578125,0
65536,5,10295,0,216.087890625,216.017578125,0
131072,4,21623,2,670.755859375,670.685546875,0
65536,4,11060,0,216.087890625,216.017578125,0
131072,4,20926,1,454.671875,454.6015625,0
65536,4,10411,0,216.087890625,216.017578125,0
131072,4,20697,3,1125.423828125,1125.353515625,0
262144,3,39546,8,3581.28515625,3581.21484375,0
131072,2,21726,1,3819.869140625,3819.798828125,0
65536,2,10999,0,216.087890625,216.017578125,0
131072,2,21452,2,1569.029296875,1568.958984375,0
65536,2,10804,0,216.087890625,216.017578125,0
131072,2,21164,2,1364.0078125,1363.9375,0
524288,1,82063,13,13711.314453125,13711.244140625,0
65536,2,10874,0,216.087890625,216.017578125,0
65536,2,10270,0,216.087890625,216.017578125,0
262144,1,39660,4,2012.634765625,2012.564453125,0
65536,2,10795,0,216.087890625,216.017578125,0
65536,2,11341,0,216.087890625,216.017578125,0
65536,2,10993,0,216.087890625,216.017578125,0
65536,3,11162,0,216.087890625,216.017578125,0
131072,3,20677,2,670.755859375,670.685546875,0
262144,2,40405,5,1785.11328125,1785.04296875,0
262144,1,40032,5,2899.470703125,2899.400390625,0
65536,2,10407,0,216.087890625,216.017578125,0
131072,2,20788,1,454.671875,454.6015625,0
65536,2,10669,0,216.087890625,216.017578125,0
262144,1,38773,4,1352.9453125,1352.875,0
65536,1,10979,0,216.087890625,216.017578125,0
65536,2,10742,0,216.087890625,216.017578125,0
131072,1,20787,1,454.671875,454.6015625,0
65536,2,10723,0,216.087890625,216.017578125,0
65536,3,10872,0,216.087890625,216.017578125,0
262144,2,39500,4,1352.9453125,1352.875,0
65536,2,10950,0,216.087890625,216.017578125,0
262144,1,39371,7,3138.0546875,3137.984375,0
65536,1,10755,0,216.087890625,216.017578125,0
65536,3,11050,0,216.087890625,216.017578125,0
65536,3,10086,0,216.087890625,216.017578125,0
262144,2,40060,7,2001.197265625,2001.126953125,0
131072,1,21393,1,2239.78125,2239.7109375,0
131072,2,20609,1,454.671875,454.6015625,0
131072,1,22025,3,2910.533203125,2910.462890625,0
131072,1,21040,1,2239.78125,2239.7109375,0
65536,2,10327,0,216.087890625,216.017578125,0
131072,1,21288,3,2671.94921875,2671.87890625,0
131072,2,21528,3,1125.423828125,1125.353515625,0
131072,2,21034,1,454.671875,454.6015625,0
262144,1,41468,7,7457.587890625,7457.517578125,0
65536,2,10996,0,216.087890625,216.017578125,0
131072,2,20117,1,454.671875,454.6015625,0
65536,2,10856,0,216.087890625,216.017578125,0
65536,3,10556,0,216.087890625,216.017578125,0
131072,2,20575,2,670.755859375,670.685546875,0
262144,1,40483,8,4047.390625,4047.3203125,0
65536,1,10329,0,216.087890625,216.017578125,0
65536,1,11048,0,216.087890625,216.017578125,0
65536,3,10792,0,216.087890625,216.017578125,0
131072,3,21068,1,454.671875,454.6015625,0
131072,3,20210,1,454.671875,454.6015625,0
65536,3,10407,0,216.087890625,216.017578125,0
262144,2,39750,5,1807.61328125,1807.54296875,0
262144,2,39626,5,1807.61328125,1807.54296875,0
65536,3,10382,0,216.087890625,216.017578125,0
65536,3,10889,0,216.087890625,216.017578125,0
65536,3,10958,0,216.087890625,216.017578125,0
65536,3,10612,0,216.087890625,216.017578125,0
65536,3,10317,0,216.087890625,216.017578125,0
65536,3,10564,0,216.087890625,216.017578125,0
131072,3,20454,1,454.671875,454.6015625,0
