cycle,depth,pure_prove_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,compression_duration,comp_name,cid
262144,5,49030,6,3,29361.337890625,29361.267578125,0,@aws-sdk/credential-provider-env,QmZtS1WLBthNENCRu5awpCjgTd8FuhnFA8jot7eE6DLSc6
262144,8,42240,4,29,7752.234375,7752.1640625,0,@smithy/fetch-http-handler,QmS8AYs8t5EB74YfQ6QXFjxzxLuQXxoDnTSUuu4d7RUryZ
131072,9,21644,3,1,1364.0078125,1363.9375,0,@smithy/abort-controller,QmaapGvoqH1zLpnuWCGi7ve5g1EpZojbZiS23Z6AcBbp8H
131072,9,22058,3,2,1364.0078125,1363.9375,0,@smithy/protocol-http,QmQVGS2VeXQ39cdxPVwyDjgyu1s7iuo1AyLjoVrKWNk745
131072,10,20230,1,1,454.671875,454.6015625,0,@smithy/util-uri-escape,QmfDiuNqTpaZ3qbHFMVhtpqzxRL34XjYqd37Z1T7iJVkiv
262144,9,40422,4,1,1830.11328125,1830.04296875,0,@smithy/querystring-builder,QmTkWpRhpumWXjchDGCpz5eS6T2hCL6NCZ2rhxeSDff3UJ
262144,8,42546,6,31,5933.5625,5933.4921875,0,@smithy/node-http-handler,QmZPbwVEVqpKJgxSs627QjN7QnCsz4RYrs7M4snEDHvQz3
262144,8,42532,4,31,7752.234375,7752.1640625,0,@smithy/node-http-handler,QmS1NNyuwx3JwWcaYo6xnQogiMneSdAwQqdumb9bXsoHw9
262144,5,55271,9,3,50799.357421875,50799.287109375,0,@aws-sdk/credential-provider-http,QmQyMPzjeJ2PVJvfcEDkCCECU2TuyebsvpScka4sLekj2p
262144,8,42933,5,7,10491.6796875,10491.609375,0,@aws-sdk/signature-v4-multi-region,QmUuggJH7M3yjviTAtkF8m2FB59Kz6AJryWkhGG5MhC6ij
262144,7,63866,12,7,78579.853515625,78579.783203125,0,@aws-sdk/nested-clients,QmdMQjL9Ly91tvjWfWzrtCxAyngta6xy5Sz6vHWZq7CE2i
262144,5,73024,7,2,107941.1875,107941.1171875,0,@aws-sdk/credential-provider-login,QmbEtUAG9odUdtgSFg8KJyCApWc24dGYcvUvVmsuCaC1d8
262144,5,50020,6,3,29361.337890625,29361.267578125,0,@aws-sdk/credential-provider-process,QmaMVxiWCQ81AArqKFMGCKQYntiNKsy2Yp34mskCNiAgSh
262144,6,72446,7,1,107941.1875,107941.1171875,0,@aws-sdk/token-providers,QmcpyeYqwYdhBXgUrYRkGARvABuSZFQoFsH25NCsoXfe6c
262144,5,103063,8,3,215882.37109375,215882.30078125,0,@aws-sdk/credential-provider-sso,QmRaSAnEW16Uy5hKMDGsq6SN7ukjtCzuQ1zTGiAp8Ux3SZ
262144,5,71828,7,3,107941.1875,107941.1171875,0,@aws-sdk/credential-provider-web-identity,QmRoD8znVBUaySrMcFUSWCnrC16tto5fB213arnegY1xBf
262144,5,42487,4,3,7752.234375,7752.1640625,0,@smithy/credential-provider-imds,QmQBJSE6tgM93AZXf3acYUtUA92fsUjBG5RCmQwsYYCbWC
524288,4,269865,14,2,656992.111328125,656992.041015625,0,@aws-sdk/credential-provider-ini,QmUAjgLsKXmDK6JqSxqajUf1F6wCNjh3QQ7vaeUB2LLP7v
262144,3,367630,12,28,1107206.1484375,1107206.078125,0,@aws-sdk/credential-provider-node,QmRNtQ8JgaspkERrnX4eBhjS6JHmXn9pmWCTC1bABTAbyq
524288,2,423684,13,2,1185797.935546875,1185797.865234375,0,@aws-sdk/client-cloudfront-keyvaluestore,QmeJ2DY8Kh1zT1c4VUmjY724ar83k6ndUNgNyrcKWjZksJ
131072,5,20819,1,1,454.671875,454.6015625,0,@aws-sdk/util-utf8-browser,QmdutKrMHXGh7bp4FUxwC7kN5PUfNZ1xYMq6RYx6iEg4qB
65536,8,11441,0,1,216.087890625,216.017578125,0,undici-types,QmWACFYAsTTTEAakZEqUY6Mt3Ys21SqUQPyChcL21NmWqX
131072,7,20472,1,4,454.671875,454.6015625,0,@types/node,QmdADUWB4GRqp2acotZwB219GzEFgAneJnZWPZuJhe6Hy7
131072,6,20384,1,1,693.255859375,693.185546875,0,@types/ws,Qmadow6DVk4BSKzSdvdZvsfVrGU6m3DGjBithsfsamfDff
131072,7,20369,1,4,693.255859375,693.185546875,0,end-of-stream,QmaadSxErY9qH2XXMq4cwzR4XcurDzdERksc9cX2qtatkp
65536,9,10632,0,1,216.087890625,216.017578125,0,core-util-is,QmUNs4QaJu2BAfivcez7F4RAWFoPiovMN8wUkwMTsPNcva
65536,10,10899,0,5,216.087890625,216.017578125,0,isarray,QmRAWsTwgMzQmYc4sxZvFkuEGm6tXu5D7zXsUQWpNimWiX
65536,10,11118,0,5,216.087890625,216.017578125,0,isarray,QmefMYvJN88WcuYHBC2pK3eqMXK1suPzgPhVvDYMofmv4K
65536,9,10277,0,2,216.087890625,216.017578125,0,process-nextick-args,QmcFq1VAKUyFVtY7kNGuiKyNfVsMoYZUKb6NE9MFdHVQ9J
65536,10,10229,0,4,216.087890625,216.017578125,0,safe-buffer,QmcPWR1xLZCWjRzmhBq1qTaBYPLasRA4qk8viRRckWHEC8
65536,10,10247,0,4,216.087890625,216.017578125,0,safe-buffer,QmRhvBY2hpYFSx1TFLdqBAEwB2pb9iGm5cpnLersq2MoSu
131072,9,20775,2,3,670.755859375,670.685546875,0,string_decoder,QmZ554tZXiz7igFidZfwPiT3HjSwcKnH8so3NaTdNMDyh6
131072,9,20758,2,3,670.755859375,670.685546875,0,string_decoder,QmYxYnWu8vdyaZC8h6zLXAutkPWxHYbfgAXGGAQG1NotUH
65536,9,10571,0,2,216.087890625,216.017578125,0,util-deprecate,QmfW4J6MoVTJCGbVeqRv8Sit4DnKnG341vrEiTQKst6MYb
262144,8,41115,10,18,3320.201171875,3320.130859375,0,readable-stream,QmPxKpTxr3rYEVNaKdP4zzVSxLBt6dxVvpMvTXbMm1bMxP
262144,8,39891,4,18,2023.697265625,2023.626953125,0,readable-stream,QmdpV7UmDAi3BTHxCRa5PcM4bSDt6Sf32L4282rPbqsai5
65536,10,10734,0,1,216.087890625,216.017578125,0,event-target-shim,QmdgTv1UAGGcZQqEgPRVXUwDMbT8y2UpenMMSDv2NW7BqC
131072,9,20680,1,1,454.671875,454.6015625,0,abort-controller,QmT7WR4fVYwCUyeX8gsxobAkCEemt976Kf2iuQEZeKGnxA
65536,10,10886,0,4,216.087890625,216.017578125,0,base64-js,QmTdhxo2p8wqk5DvudMD5s1d6KjJKTLA1jh1Mb7xWVjNXN
65536,10,10747,0,5,216.087890625,216.017578125,0,ieee754,QmP83Nwrbuf5Ka6dcAUQJVod9JnPcGwuGbopgNt7hbMxdR
65536,10,10379,0,5,216.087890625,216.017578125,0,ieee754,QmdWgBNFLrunUnbLkk3q1Yf6fj6vop4vTNHtmkBsgAtGhW
262144,9,40243,5,5,1330.4453125,1330.375,0,buffer,Qmexs9RPDwbp5pRBaepaBFcY25dYxr59oaKVXRF8EjsGmq
131072,9,20371,3,5,886.83984375,886.76953125,0,buffer,QmVtgSYdBnkf49dHobPf37ijSgfLtWmdJjwspaqUUKYMZr
131072,9,20668,3,5,886.83984375,886.76953125,0,buffer,QmTn2FmArf3Dc3J6U2q7VWyPQLofbyZKinMtsHB2hbsmCz
131072,9,21276,3,5,886.83984375,886.76953125,0,buffer,QmRuJf8vvohws2AEgG3prUcVVB1QAwCiPjenbJ7VyzPUPj
65536,9,10567,0,3,216.087890625,216.017578125,0,events,QmZ57KsgajSmhTSHwC7Ts2DxMh5ot56hpHpeiHPMohyPSv
65536,9,10663,0,3,216.087890625,216.017578125,0,events,QmVxtaZitBH5PkXwm5xFUNho1Dx4ASLzHztcDrXSYkUach
65536,9,10757,0,2,216.087890625,216.017578125,0,process,QmVw1cEY33WK1naVT12x2KppLoHPFNTS6oTQCikkSvk7pT
262144,8,42957,10,18,6685.3984375,6685.328125,0,readable-stream,QmbWpWoFET4kyft154J3VayCCCYdDH178TLSFiczbQ2xoX
65536,7,10942,0,2,216.087890625,216.017578125,0,stream-shift,QmYE8sHxFsRVahQWK8ojhFyxkVh1B1frts9UJZCJEahrAo
262144,6,44627,6,3,13404.73046875,13404.66015625,0,duplexify,QmVPovwhLNgrFNY5nqNcEQmT8Qns7SoMh7dmd9V23FMfBA
262144,6,43855,6,3,13404.73046875,13404.66015625,0,duplexify,QmYLiCuLahjYk21Cy2YwzpoNfVpnh4y7R6PMVyrSK3R3Kz
65536,6,10506,0,1,216.087890625,216.017578125,0,isomorphic-ws,QmYUD7b74WHmBnwYdHZwcSFHJQBbQCeAQ2B1D4N993L4Fj
65536,6,10839,0,4,216.087890625,216.017578125,0,ws,QmdDTSEQ2YYf8YkR9fNMV4cDojHgTpofLvgVR5Py77RLQq
65536,6,10193,0,4,216.087890625,216.017578125,0,ws,QmYcYF5rm1z46JFzpmxYcEWG7xz7C9oVoqo3zutYJDcJgE
65536,6,10538,0,3,216.087890625,216.017578125,0,xtend,QmNZ7xsCdP6JXbb7ujdLwgx2X3BLwpzmQDJwCREn3S1KSz
524288,5,89179,13,2,41306.541015625,41306.470703125,0,@httptoolkit/websocket-stream,QmfZKxNCG5BqV1qJtifGTDoYTEjLgLp3s5caXSzyURkcFP
65536,6,10194,0,1,216.087890625,216.017578125,0,follow-redirects,QmRcGowRbZRyqhJA2BWqga46SDAeFBSKB8aYh9sxGBsRUH
65536,7,10261,0,1,216.087890625,216.017578125,0,asynckit,QmccTQAqDXCtkaTNf53EqK5wCKYeEVTK4fc5Yj29vzmRQ4
65536,8,10525,0,1,216.087890625,216.017578125,0,delayed-stream,QmWKVmNNRTKuHqqbygkCJLhg13xosEj2FnfnPRU74zkDQC
131072,7,20617,1,1,454.671875,454.6015625,0,combined-stream,QmaaC3fzzA7CteDRo4GDfF8HB6i7sUR21bTp2oxtVDAxhF
65536,12,10562,0,4,216.087890625,216.017578125,0,function-bind,QmSggba6TvVMZu21qfjSbKvQRYoTEG51Kg7JkVguhEuoBw
131072,11,20883,2,4,670.755859375,670.685546875,0,call-bind-apply-helpers,QmbzdCnUpiq11X9um8FKwJaVN8VvkM91m9eHdKs3VHjCER
131072,10,21388,3,3,1341.5078125,1341.4375,0,dunder-proto,QmUwUEWGU5F4rjVNoYz1RLQ45e6QPhbXBh4oNiQ728DpME
131072,9,20889,2,8,2034.759765625,2034.689453125,0,get-proto,Qmd62E1Yn6Ar7qNYVNe4sC7mopytTha7ejEX1Z51XanKZs
131072,9,20321,1,7,454.671875,454.6015625,0,hasown,QmeXFJjgumswq2iMr1t9berDAGBziAHZpL3H6zTKoaUEFR
262144,8,42112,10,15,5161.373046875,5161.302734375,0,get-intrinsic,QmeqqsKLHkEPPitaDDgXLXZyUeebsLJginkXKcY8MYQeBe
131072,8,20172,1,11,454.671875,454.6015625,0,has-tostringtag,QmYenBnptSQu6mimSMbfpoqFevNK97fxuVkUzpaPFxUK8r
262144,7,41920,4,2,6536.814453125,6536.744140625,0,es-set-tostringtag,QmUH2GhNgJYjzUCXJHwpMqwACKnwCc4kVc772QoLezQCdu
65536,8,11072,0,2,216.087890625,216.017578125,0,mime-db,QmUpDQTiVppDHDtWx6kxauep7QRuUaB1YJxxBKcuCE2Zpe
131072,7,20640,2,5,670.755859375,670.685546875,0,mime-types,QmdL6WP4uNwF3T3qmWQQs3GBQoNDRxQ3tjejdyzWSVwwnk
131072,7,20176,2,5,670.755859375,670.685546875,0,mime-types,Qma63ZquwCyNS1ZomQwuBBVe2PPLhjV59nKBhNaQQPgw2w
262144,6,42358,6,2,9253.759765625,9253.689453125,0,form-data,QmeRsDb62oS1fo8ivjWbCWzoQRaVxfkHXu16GfHh7u2DiY
65536,6,10498,0,1,216.087890625,216.017578125,0,proxy-from-env,QmcBHVw52oecg639g32NbHcnNYWiEiif5oTi5BRwLQTjRn
131072,5,23928,3,2,9924.51171875,9924.44140625,0,axios,QmVfarnVo4Ba9EBXRRUd7caXJvhKV45A21jwPwB45hsxhL
65536,5,10611,0,2,216.087890625,216.017578125,0,crypto-js,QmetTzYrLJvFZS9F9cgMFEgEAEQtzhY6YW6NwAJfbspmuT
65536,7,10671,0,1,216.087890625,216.017578125,0,leven,QmUbAiXF7CqZeJ6USK9qrxXu7Hy4SoD54Y8rjVw4QBJs8H
65536,7,11011,0,4,216.087890625,216.017578125,0,minimist,QmaraWa2jXFSLyx8vQgLX6a1e9ajv9ARVAx6wxqSc5d1x3
65536,7,10760,0,4,216.087890625,216.017578125,0,minimist,QmerJYjWTA43dEFGHYQ6s6aAyPFEd2KWYx8fsJi6CMjgGo
131072,6,21202,3,2,886.83984375,886.76953125,0,commist,QmPHjf9GNMSo7Ju5FT4te1kmiQ2qmzV8BPB3A7mQZSjPNB
65536,7,11167,0,1,216.087890625,216.017578125,0,buffer-from,QmdZtgGYCCHC1oYn7UijXZVjgzywUrhwxqZw2jQH8CGzK7
65536,7,10645,0,1,216.087890625,216.017578125,0,typedarray,QmbhjX4Y3ggXugmGC22PHFVXow7jWot7bqUUSAqFNWuQyJ
262144,6,43600,6,2,12927.5625,12927.4921875,0,concat-stream,QmdoDiutFd1FNxA1bKbG9N7xfUceWAyzKuztYL41VxPMg9
65536,6,10696,0,2,216.087890625,216.017578125,0,help-me,QmYLshBJCq7fSmEtZ8PFQc5Td7GGewP5tVK27c7kWQkQXn
262144,7,44313,8,2,16486.34375,16486.2734375,0,bl,QmfH8BYsrvGNvg2JBWmigZQya7rCLcCXUNKK3inutn63JD
131072,6,25905,3,2,17395.6796875,17395.609375,0,mqtt-packet,QmYGmvFykagfRHWDzhYFFm9idJh6A8qYKZmaDjFyb65Po6
131072,6,21697,2,3,1386.5078125,1386.4375,0,pump,QmUQWDKmepf2g2BRuxrtxnBc964uwyM6owqTu3rQ4w6JFt
65536,6,10780,0,2,216.087890625,216.017578125,0,reinterval,QmervaXXjxjUpHEPhZDgF2tHLdvsg9LVNnpgC7BPdwZLgy
131072,6,24139,3,3,12267.873046875,12267.802734375,0,split2,QmSXYqPgfGcsAQk1qhjzEaszzUiq51r4qfbzeyowwJaCFZ
524288,5,103401,19,2,86148.484375,86148.4140625,0,mqtt,QmZv7CWAZ87FrGDKWSgZGz9SqNpFxscAxNMYnYrCb6uerD
65536,6,11470,0,2,216.087890625,216.017578125,0,lru-cache,QmTEjfPnwLZ1T2rvHDQKXojzCNTupnooKBzHM1qWNzGZbn
65536,7,10833,0,1,216.087890625,216.017578125,0,yallist,QmNZLfkMNZZMNYppfrKSG5wN6qxyUQqJ4ZWqYPpXs2QgjA
131072,6,20433,1,2,454.671875,454.6015625,0,lru-cache,QmfWpi3iTpfHqAqQuTXH4Jxx2KezSreqUaG3qTtSmfrrL1
65536,7,10700,0,1,216.087890625,216.017578125,0,js-sdsl,QmTSwwm2CiX7CtVJgsaWJkXWEf9aCaA6HpDqjUa2bvFtyN
131072,6,20828,2,1,909.33984375,909.26953125,0,number-allocator,QmW7HdpoksYK1ybHxhPmnznD1yeN5d4sK9wouGCZ1YR61r
65536,6,10255,0,1,216.087890625,216.017578125,0,rfdc,QmfKByMCDxdPDxkxiJs9R4v1rkbtkqzBoQPq1NUG75Gd93
524288,5,105776,23,2,87944.65625,87944.5859375,0,mqtt,QmcF3VHhggPDGcDuQshN9qeWeeCifMfpaesSrnwyPuWWvb
262144,4,109051,11,1,230451.98828125,230451.91796875,0,aws-crt,QmaZErUMGKfYmyeDgSxWzNjnuwiWyvQWGDtQ1BjsKSUe48
131072,3,96873,3,1,251151.755859375,251151.685546875,0,@aws-sdk/crt-loader,QmYv8dqZYPcSAvN3aQ378fYUs1kRX44x7DhjRapmXUwEXQ
262144,2,122215,8,2,278511.896484375,278511.826171875,0,@aws-sdk/signature-v4-crt,QmXmhy91ku3CeMWB5vVb1BsUKKcuMZQrqX9Gh7nYkZEWXS
262144,3,43661,5,1,15504.46484375,15504.39453125,0,@smithy/signature-v4a,QmWCwTfdjtCUzwZGVA8MH9HaBhgCbRoUPPujiBdUvVyU7g
131072,2,26102,2,2,15959.1328125,15959.0625,0,@aws-sdk/signature-v4a,QmcZRLSAYnpRpvC2znRByBEycg82F4KXE4xmLgrrX9fNGN
65536,4,11196,0,3,216.087890625,216.017578125,0,fast-deep-equal,QmfN4vW8JgbE9BRbriVM7n9v9LUeWpBje1RjBfZYHd5T1Z
65536,4,10717,0,2,216.087890625,216.017578125,0,fast-uri,QmUPdghQWD6LUcr6YUyi1KszhxiaU4G9qtZZN3UbyvTXRG
65536,4,11190,0,2,216.087890625,216.017578125,0,json-schema-traverse,QmWzFgeaWPHHLUVeHnJKakbFMCaKCD9E1DxUwFvZ49ncMZ
65536,4,10604,0,3,216.087890625,216.017578125,0,require-from-string,QmeebPDa3THqS6b2W3nB2MVu8K76aCoPsP5ngzZAkF5GHr
262144,3,40333,5,5,1330.4453125,1330.375,0,ajv,QmbyAJ9PzKDytgf9ahLfmKMMHMm6PPzREMBUpUJAe4YS2t
262144,3,40478,5,5,1330.4453125,1330.375,0,ajv,Qmf25DKq7HU6kP4Xtjtn7JuDucdNVWDAZoc5om47VK6Ewf
131072,2,22614,2,3,2899.470703125,2899.400390625,0,ajv-formats,Qme8t2otBqgfWEPxPjss6QEwfAy5tMYJyaRZSPFc8WJvPB
65536,2,10953,0,3,216.087890625,216.017578125,0,esbuild,QmXEkiFxDqDvQYbZPYza53qbGXXaYGFWa6bwMor8ooN5p7
262144,1,473596,7,1,1486295.412109375,1486295.341796875,0,@serverlessinc/framework-alpha,QmarvqfTpSxkBQmkKiATTV5NPPn9ULLCSxnFB3Yr6HjXFN
65536,1,11021,0,1,216.087890625,216.017578125,0,@serverlessinc/standards,Qme6dEDmwfJJZ1vRi7qoLGqxefULV6GJL4YhK1KBPX4uam
65536,1,10573,0,1,216.087890625,216.017578125,0,@serverlessinc/standards,QmY8qBgGUvXwYzsuqdKXqbrvfw4hatnpNfgewrDzBZE44t
65536,2,11084,0,1,216.087890625,216.017578125,0,buildcheck,QmPV5GnQMXPL6RmtSVYZ55SS85Gjh4eNukGfSrVmKg8jBn
65536,2,10685,0,1,216.087890625,216.017578125,0,nan,QmS9YRKjysBRsG3FeaAPEemE4s8hce7ZHhGbhnutwQMX1p
131072,1,21372,2,1,670.755859375,670.685546875,0,cpu-features,QmRtMvXdbC5TMQzgXvyARTn5wjRGz7LvZ7PKtwi5fKqF9D
65536,1,10579,0,1,216.087890625,216.017578125,0,frameworks-core,QmbhnbfnF65zcFsBYXiY3EuDzhASELovduQJ5upQvgvboy
65536,1,10736,0,1,216.087890625,216.017578125,0,fsevents,Qmf54fb6Ek4VnVKNi8CMBrNiQi8PL5NgLjj4W2M72v4oTG
262144,3,42170,6,1,7286.12890625,7286.05859375,0,@aws-crypto/sha1-browser,QmYHZP4vyq3wsBGy2wTx4arNkYTisEhy48wk4tkyxPxZQj
262144,3,47520,6,1,29361.337890625,29361.267578125,0,@aws-sdk/middleware-bucket-endpoint,QmUzEuNkcyxTHiMtFYPVf7ewgaFbQ13zrsNQtzKnyQiNPn
262144,3,42582,5,1,9116.23828125,9116.16796875,0,@aws-sdk/middleware-expect-continue,QmTAcpjMXX1cW7NTk4Ai24riKv4ghQ8ejyTbtp6f3jiSM8
