total_cycles,user_cycles,segments,depth,pure_prove_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,compression_duration,guest_io_read,guest_dependency_check,guest_severity_check,guest_merkle_io_read,guest_merkle_check,comp_name,cid131072,67822,1,11,0,2,3,2,218.119140625,218.017578125,108107,23006,15114,85,17628,2109,call-bind-apply-helpers,Qmf8PbzwFsFyrnTi8xPvnof1QxnZtpquvaqg8XPKXsFQXM
131072,80677,1,10,0,3,1,4,218.119140625,218.017578125,124609,28365,22610,85,17628,2109,dunder-proto,QmUfyLyk7Wdi9krSvpZWo5rNxD5P1qmX7TaqLeMQxFHZCo
131072,67750,1,9,0,2,1,6,218.119140625,218.017578125,73025,22960,15088,85,17628,2109,get-proto,QmPzpEBdSEH1bwxWh2S5pdueNEiYJ27GFNEgqPQNiN2TUt
262144,185283,1,8,0,10,3,11,218.119140625,218.017578125,338709,67529,74952,85,29054,3767,get-intrinsic,QmTvrznk8m4GqAB3otXUXeDhyzXfVK9f3E6h8xDcBqv84R
131072,67569,1,7,0,2,2,12,218.119140625,218.017578125,74687,22779,15088,85,17628,2109,call-bound,QmcdtEoZjwLYhhyd5Abr6P6UVEyadz1WETAhGaejzxzMx2
262144,100256,1,6,0,4,2,14,218.119140625,218.017578125,164246,33906,30106,85,23341,2938,side-channel-map,QmbrtG4ZjYRfu5ENUFv4huf5UXJbTg9ZjQFnXGubhvrNGg
262144,113359,1,4,0,5,1,17,218.119140625,218.017578125,181991,39497,37602,85,23341,2938,side-channel,QmS7WAHzewg55pCFg9SCbRZp7zj1bATgrjmSmNQWRMyAe6
131072,47988,1,3,0,1,2,18,218.119140625,218.017578125,55820,17219,7618,85,11915,1280,qs,QmV6ZbZE3nJqJEuj3EvgpNFKvpdNrj3hRWAWgCAaPfd4rA
262144,172331,1,2,0,9,1,39,218.119140625,218.017578125,253249,61943,67586,85,29054,3767,body-parser,QmQPEkWc2fnSdz9VYqnQXUASzc5GgBtMR2ePV3T1Dk77Gb
524288,427074,1,1,0,28,1,64,218.119140625,218.017578125,837318,167688,210010,85,34767,4596,express,QmVSEjJCt39kqr7h4HfAcBDnus3KW67XsEEPYSRNtUy5zJ
131072,47944,1,0,0,1,0,65,218.119140625,218.017578125,56267,17188,7605,85,11915,1280,express,QmRozaEdwZ8EECf2ynrieKjMbL2aDmDiftvgQ2VketDV5n
