cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
65536,3,11682,0,216.087890625,216.017578125,0
131072,2,22149,1,454.671875,454.6015625,0
65536,2,11443,0,216.087890625,216.017578125,0
131072,1,21695,2,909.33984375,909.26953125,0
131072,2,22115,1,454.671875,454.6015625,0
131072,2,21318,1,454.671875,454.6015625,0
65536,2,11354,0,216.087890625,216.017578125,0
65536,3,11494,0,216.087890625,216.017578125,0
131072,2,22655,1,454.671875,454.6015625,0
65536,2,11384,0,216.087890625,216.017578125,0
131072,2,21606,1,454.671875,454.6015625,0
262144,1,41914,8,2933.033203125,2932.962890625,0
131072,4,21125,1,454.671875,454.6015625,0
65536,4,10979,0,216.087890625,216.017578125,0
131072,3,22350,3,1125.423828125,1125.353515625,0
65536,3,10901,0,216.087890625,216.017578125,0
65536,4,10905,0,216.087890625,216.017578125,0
131072,3,21120,2,670.755859375,670.685546875,0
262144,2,41876,4,2478.365234375,2478.294921875,0
131072,1,23321,2,3171.6171875,3171.546875,0
65536,1,10875,0,216.087890625,216.017578125,0
65536,2,11189,0,216.087890625,216.017578125,0
65536,2,11043,0,216.087890625,216.017578125,0
65536,2,11420,0,216.087890625,216.017578125,0
65536,2,11452,0,216.087890625,216.017578125,0
262144,1,42239,5,1330.4453125,1330.375,0
65536,2,10827,0,216.087890625,216.017578125,0
65536,4,11405,0,216.087890625,216.017578125,0
65536,4,10864,0,216.087890625,216.017578125,0
65536,4,11296,0,216.087890625,216.017578125,0
65536,4,11190,0,216.087890625,216.017578125,0
65536,4,10954,0,216.087890625,216.017578125,0
65536,5,11422,0,216.087890625,216.017578125,0
65536,5,11361,0,216.087890625,216.017578125,0
262144,4,41576,4,1114.361328125,1114.291015625,0
65536,4,11894,0,216.087890625,216.017578125,0
65536,4,11497,0,216.087890625,216.017578125,0
65536,4,11134,0,216.087890625,216.017578125,0
65536,4,11299,0,216.087890625,216.017578125,0
65536,4,11513,0,216.087890625,216.017578125,0
65536,4,11349,0,216.087890625,216.017578125,0
65536,4,11189,0,216.087890625,216.017578125,0
524288,3,83456,17,5072.248046875,5072.177734375,0
65536,5,11146,0,216.087890625,216.017578125,0
131072,4,22025,1,454.671875,454.6015625,0
524288,3,82897,17,5310.83203125,5310.76171875,0
131072,2,24963,2,10621.66015625,10621.58984375,0
262144,1,48058,4,21470.837890625,21470.767578125,0
65536,3,11699,0,216.087890625,216.017578125,0
65536,3,11433,0,216.087890625,216.017578125,0
65536,3,11009,0,216.087890625,216.017578125,0
65536,3,11574,0,216.087890625,216.017578125,0
65536,4,11138,0,216.087890625,216.017578125,0
65536,4,10786,0,216.087890625,216.017578125,0
65536,4,10722,0,216.087890625,216.017578125,0
131072,4,21048,2,670.755859375,670.685546875,0
262144,3,41900,5,1785.11328125,1785.04296875,0
262144,2,41368,5,2899.470703125,2899.400390625,0
65536,2,11169,0,216.087890625,216.017578125,0
131072,1,22230,2,3354.138671875,3354.068359375,0
131072,1,21552,2,670.755859375,670.685546875,0
65536,2,11422,0,216.087890625,216.017578125,0
65536,2,11229,0,216.087890625,216.017578125,0
262144,1,41196,7,2001.197265625,2001.126953125,0
65536,1,11116,0,216.087890625,216.017578125,0
131072,2,22793,2,1580.091796875,1580.021484375,0
131072,2,21276,3,1125.423828125,1125.353515625,0
131072,2,21341,1,1364.0078125,1363.9375,0
65536,2,10497,0,216.087890625,216.017578125,0
262144,1,46046,7,15134.77734375,15134.70703125,0
262144,1,44684,7,15134.77734375,15134.70703125,0
262144,1,44099,4,11065.265625,11065.1953125,0
131072,1,24837,2,10621.66015625,10621.58984375,0
65536,4,10855,0,216.087890625,216.017578125,0
131072,4,21346,2,670.755859375,670.685546875,0
65536,4,10974,0,216.087890625,216.017578125,0
262144,3,42885,12,5321.39453125,5321.32421875,0
131072,2,23217,3,5992.146484375,5992.076171875,0
131072,1,22757,2,6446.814453125,6446.744140625,0
65536,1,11043,0,216.087890625,216.017578125,0
65536,1,11330,0,216.087890625,216.017578125,0
524288,0,106271,17,95370.908203125,95370.837890625,0
